code,period,midpoint,basin,Raw SEC,Smooth SEC,dH
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,3,0.023,0.026,1.9678205018863082
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,4,0.027,0.028,3.15772202052176
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,5,0.007,0.003,0.7431407205294818
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,6,-0.028,-0.035,-2.4361010824795812
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,7,0.032,0.039,4.905102441087365
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,all,0.021,0.021,2.360453727422282
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,1,-0.018,-0.009,2.8567036385065876
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,2,0.06,0.056,2.7915945053100586
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,3,0.03,0.027,1.9941552458330989
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,4,0.029,0.029,3.1860186737030745
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,5,-0.004,0.0,0.7446823114296421
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,6,-0.047,-0.039,-2.4734455773141235
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,7,0.049,0.042,4.945736989378929
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,all,0.022,0.022,2.381964700995013
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,1,-0.018,-0.013,2.8385160485631786
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,2,0.06,0.058,2.8511972688138485
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,3,0.03,0.029,2.0242413030937314
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,4,0.029,0.029,3.2154706586152315
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,5,-0.004,-0.002,0.740916591254063
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,6,-0.047,-0.043,-2.520435379585251
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,7,0.049,0.046,4.995199851691723
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,all,0.022,0.022,2.403792309341952
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,1,-0.018,-0.018,2.8203284586197697
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,2,0.06,0.06,2.9108000323176384
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,3,0.03,0.03,2.054327360354364
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,4,0.029,0.029,3.2449226435273886
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,5,-0.004,-0.004,0.7371508710784838
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,6,-0.047,-0.047,-2.567425181856379
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,7,0.049,0.049,5.044662714004517
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,all,0.022,0.022,2.4256199176888913
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,1,-0.018,-0.01,2.8021408686763607
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,2,0.06,0.06,2.9704027958214283
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,3,0.03,0.028,2.0844134176149964
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,4,0.029,0.029,3.2743746284395456
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,5,-0.004,-0.001,0.7333851509029046
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,6,-0.047,-0.038,-2.6144149841275066
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,7,0.049,0.051,5.09412557631731
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,all,0.022,0.023,2.4474475260358304
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,1,-0.018,-0.001,2.7839532787329517
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,2,0.06,0.061,3.030005559325218
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,3,0.03,0.027,2.114499474875629
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,4,0.029,0.029,3.3038266133517027
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,5,-0.004,0.001,0.7296194307273254
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,6,-0.047,-0.028,-2.6614047863986343
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,7,0.049,0.053,5.143588438630104
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,all,0.022,0.024,2.4692751343827695
1997-2002-09,1997/09 - 2002/09,2000-03-31 01:17:45.234375,1,0.025,0.008,2.7874497766024433
1997-2002-09,1997/09 - 2002/09,2000-03-31 01:17:45.234375,2,0.063,0.062,3.0915360283106565
1997-2002-09,1997/09 - 2002/09,2000-03-31 01:17:45.234375,3,0.022,0.025,2.1403905851766467
1997-2002-09,1997/09 - 2002/09,2000-03-31 01:17:45.234375,4,0.028,0.029,3.3326564030721784
1997-2002-09,1997/09 - 2002/09,2000-03-31 01:17:45.234375,5,0.008,0.003,0.7316859585698694
1997-2002-09,1997/09 - 2002/09,2000-03-31 01:17:45.234375,6,-0.001,-0.019,-2.68523506418569
1997-2002-09,1997/09 - 2002/09,2000-03-31 01:17:45.234375,7,0.059,0.055,5.197701079770923
1997-2002-09,1997/09 - 2002/09,2000-03-31 01:17:45.234375,all,0.027,0.025,2.4937447772827
1997-2002-10,1997/10 - 2002/10,2000-04-30 00:57:32.343750,1,0.025,0.017,2.8126303622848354
1997-2002-10,1997/10 - 2002/10,2000-04-30 00:57:32.343750,2,0.063,0.063,3.1549942027777433
1997-2002-10,1997/10 - 2002/10,2000-04-30 00:57:32.343750,3,0.022,0.023,2.1620867485180497
1997-2002-10,1997/10 - 2002/10,2000-04-30 00:57:32.343750,4,0.028,0.028,3.3608639976009727
1997-2002-10,1997/10 - 2002/10,2000-04-30 00:57:32.343750,5,0.008,0.006,0.7395847344305366
1997-2002-10,1997/10 - 2002/10,2000-04-30 00:57:32.343750,6,-0.001,-0.01,-2.685905817488674
1997-2002-10,1997/10 - 2002/10,2000-04-30 00:57:32.343750,7,0.059,0.057,5.256463499739766
1997-2002-10,1997/10 - 2002/10,2000-04-30 00:57:32.343750,all,0.027,0.026,2.520856454735622
1997-2002-11,1997/11 - 2002/11,2000-05-31 01:13:00.468750,1,0.025,0.029,2.8378109479672275
1997-2002-11,1997/11 - 2002/11,2000-05-31 01:13:00.468750,2,0.063,0.062,3.21845237724483
1997-2002-11,1997/11 - 2002/11,2000-05-31 01:13:00.468750,3,0.022,0.02,2.1837829118594527
1997-2002-11,1997/11 - 2002/11,2000-05-31 01:13:00.468750,4,0.028,0.03,3.389071592129767
1997-2002-11,1997/11 - 2002/11,2000-05-31 01:13:00.468750,5,0.008,0.007,0.7474835102912039
1997-2002-11,1997/11 - 2002/11,2000-05-31 01:13:00.468750,6,-0.001,0.007,-2.686576570791658
1997-2002-11,1997/11 - 2002/11,2000-05-31 01:13:00.468750,7,0.059,0.057,5.31522591970861
1997-2002-11,1997/11 - 2002/11,2000-05-31 01:13:00.468750,all,0.027,0.028,2.5479681321885437
1997-2002-12,1997/12 - 2002/12,2000-06-30 00:52:47.578125,1,0.025,0.036,2.8629915336496197
1997-2002-12,1997/12 - 2002/12,2000-06-30 00:52:47.578125,2,0.063,0.065,3.281910551711917
1997-2002-12,1997/12 - 2002/12,2000-06-30 00:52:47.578125,3,0.022,0.019,2.2054790752008557
1997-2002-12,1997/12 - 2002/12,2000-06-30 00:52:47.578125,4,0.028,0.031,3.4172791866585612
1997-2002-12,1997/12 - 2002/12,2000-06-30 00:52:47.578125,5,0.008,0.007,0.7553822861518711
1997-2002-12,1997/12 - 2002/12,2000-06-30 00:52:47.578125,6,-0.001,0.013,-2.687247324094642
1997-2002-12,1997/12 - 2002/12,2000-06-30 00:52:47.578125,7,0.059,0.058,5.373988339677453
1997-2002-12,1997/12 - 2002/12,2000-06-30 00:52:47.578125,all,0.027,0.03,2.5750798096414655
1998-2003-01,1998/01 - 2003/01,2000-07-31 01:08:15.703125,1,0.046,0.044,2.8985800812370144
1998-2003-01,1998/01 - 2003/01,2000-07-31 01:08:15.703125,2,0.056,0.068,3.341426555067301
1998-2003-01,1998/01 - 2003/01,2000-07-31 01:08:15.703125,3,0.015,0.018,2.2238109232857823
1998-2003-01,1998/01 - 2003/01,2000-07-31 01:08:15.703125,4,0.035,0.033,3.4489668365567923
1998-2003-01,1998/01 - 2003/01,2000-07-31 01:08:15.703125,5,0.003,0.006,0.7610273489262909
1998-2003-01,1998/01 - 2003/01,2000-07-31 01:08:15.703125,6,0.036,0.02,-2.669525259407237
1998-2003-01,1998/01 - 2003/01,2000-07-31 01:08:15.703125,7,0.049,0.06,5.427726874127984
1998-2003-01,1998/01 - 2003/01,2000-07-31 01:08:15.703125,all,0.03,0.031,2.6035256411414593
1998-2003-02,1998/02 - 2003/02,2000-08-29 01:16:31.406250,1,0.061,0.051,2.9519052388495766
1998-2003-02,1998/02 - 2003/02,2000-08-29 01:16:31.406250,2,0.078,0.071,3.4083731155842543
1998-2003-02,1998/02 - 2003/02,2000-08-29 01:16:31.406250,3,0.017,0.017,2.239549963735044
1998-2003-02,1998/02 - 2003/02,2000-08-29 01:16:31.406250,4,0.036,0.034,3.4845725763589144
1998-2003-02,1998/02 - 2003/02,2000-08-29 01:16:31.406250,5,0.006,0.006,0.7659560341853648
1998-2003-02,1998/02 - 2003/02,2000-08-29 01:16:31.406250,6,0.033,0.027,-2.6349577114451677
1998-2003-02,1998/02 - 2003/02,2000-08-29 01:16:31.406250,7,0.067,0.062,5.485640238970518
1998-2003-02,1998/02 - 2003/02,2000-08-29 01:16:31.406250,all,0.036,0.033,2.636647567851469
1998-2003-03,1998/03 - 2003/03,2000-09-28 00:56:18.515625,1,0.061,0.058,3.0125590445823036
1998-2003-03,1998/03 - 2003/03,2000-09-28 00:56:18.515625,2,0.078,0.074,3.4866924043744802
1998-2003-03,1998/03 - 2003/03,2000-09-28 00:56:18.515625,3,0.017,0.016,2.256060511805117
1998-2003-03,1998/03 - 2003/03,2000-09-28 00:56:18.515625,4,0.036,0.036,3.520616350695491
1998-2003-03,1998/03 - 2003/03,2000-09-28 00:56:18.515625,5,0.006,0.006,0.7724220550153404
1998-2003-03,1998/03 - 2003/03,2000-09-28 00:56:18.515625,6,0.033,0.034,-2.601937498198822
1998-2003-03,1998/03 - 2003/03,2000-09-28 00:56:18.515625,7,0.067,0.063,5.552752319723368
1998-2003-03,1998/03 - 2003/03,2000-09-28 00:56:18.515625,all,0.036,0.035,2.6731114357244223
1998-2003-04,1998/04 - 2003/04,2000-10-29 01:11:46.640625,1,0.061,0.059,3.0732128503150307
1998-2003-04,1998/04 - 2003/04,2000-10-29 01:11:46.640625,2,0.078,0.076,3.5650116931647062
1998-2003-04,1998/04 - 2003/04,2000-10-29 01:11:46.640625,3,0.017,0.016,2.2725710598751903
1998-2003-04,1998/04 - 2003/04,2000-10-29 01:11:46.640625,4,0.036,0.039,3.5566601250320673
1998-2003-04,1998/04 - 2003/04,2000-10-29 01:11:46.640625,5,0.006,0.005,0.778888075845316
1998-2003-04,1998/04 - 2003/04,2000-10-29 01:11:46.640625,6,0.033,0.038,-2.5689172849524766
1998-2003-04,1998/04 - 2003/04,2000-10-29 01:11:46.640625,7,0.067,0.068,5.619864400476217
1998-2003-04,1998/04 - 2003/04,2000-10-29 01:11:46.640625,all,0.036,0.037,2.7095753035973758
1998-2003-05,1998/05 - 2003/05,2000-11-27 23:51:33.750000,1,0.061,0.057,3.1338666560477577
1998-2003-05,1998/05 - 2003/05,2000-11-27 23:51:33.750000,2,0.078,0.073,3.643330981954932
1998-2003-05,1998/05 - 2003/05,2000-11-27 23:51:33.750000,3,0.017,0.016,2.2890816079452634
1998-2003-05,1998/05 - 2003/05,2000-11-27 23:51:33.750000,4,0.036,0.042,3.5927038993686438
1998-2003-05,1998/05 - 2003/05,2000-11-27 23:51:33.750000,5,0.006,0.004,0.7853540966752917
1998-2003-05,1998/05 - 2003/05,2000-11-27 23:51:33.750000,6,0.033,0.043,-2.535897071706131
1998-2003-05,1998/05 - 2003/05,2000-11-27 23:51:33.750000,7,0.067,0.068,5.686976481229067
1998-2003-05,1998/05 - 2003/05,2000-11-27 23:51:33.750000,all,0.036,0.038,2.746039171470329
1998-2003-06,1998/06 - 2003/06,2000-12-29 00:07:01.875000,1,0.051,0.055,3.189774149504956
1998-2003-06,1998/06 - 2003/06,2000-12-29 00:07:01.875000,2,0.066,0.071,3.7156013567000628
1998-2003-06,1998/06 - 2003/06,2000-12-29 00:07:01.875000,3,0.016,0.016,2.3053894890472293
1998-2003-06,1998/06 - 2003/06,2000-12-29 00:07:01.875000,4,0.052,0.046,3.6367273051291704
1998-2003-06,1998/06 - 2003/06,2000-12-29 00:07:01.875000,5,0.0,0.003,0.7886905496343388
1998-2003-06,1998/06 - 2003/06,2000-12-29 00:07:01.875000,6,0.059,0.049,-2.4898647267837077
1998-2003-06,1998/06 - 2003/06,2000-12-29 00:07:01.875000,7,0.07,0.069,5.755428999662399
1998-2003-06,1998/06 - 2003/06,2000-12-29 00:07:01.875000,all,0.039,0.038,2.78393746051006
1998-2003-07,1998/07 - 2003/07,2001-01-27 23:46:48.984375,1,0.051,0.053,3.240935330686625
1998-2003-07,1998/07 - 2003/07,2001-01-27 23:46:48.984375,2,0.066,0.069,3.781822817400098
1998-2003-07,1998/07 - 2003/07,2001-01-27 23:46:48.984375,3,0.016,0.016,2.321494703181088
1998-2003-07,1998/07 - 2003/07,2001-01-27 23:46:48.984375,4,0.052,0.049,3.6887303423136473
1998-2003-07,1998/07 - 2003/07,2001-01-27 23:46:48.984375,5,0.0,0.001,0.7888974347224575
1998-2003-07,1998/07 - 2003/07,2001-01-27 23:46:48.984375,6,0.059,0.054,-2.4308202501852065
1998-2003-07,1998/07 - 2003/07,2001-01-27 23:46:48.984375,7,0.07,0.069,5.825221955776215
1998-2003-07,1998/07 - 2003/07,2001-01-27 23:46:48.984375,all,0.039,0.039,2.823270170716569
1998-2003-08,1998/08 - 2003/08,2001-02-28 00:02:17.109375,1,0.051,0.051,3.2920965118682943
1998-2003-08,1998/08 - 2003/08,2001-02-28 00:02:17.109375,2,0.066,0.066,3.848044278100133
1998-2003-08,1998/08 - 2003/08,2001-02-28 00:02:17.109375,3,0.016,0.016,2.3375999173149467
1998-2003-08,1998/08 - 2003/08,2001-02-28 00:02:17.109375,4,0.052,0.052,3.740733379498124
1998-2003-08,1998/08 - 2003/08,2001-02-28 00:02:17.109375,5,0.0,0.0,0.7891043198105763
1998-2003-08,1998/08 - 2003/08,2001-02-28 00:02:17.109375,6,0.059,0.059,-2.3717757735867053
1998-2003-08,1998/08 - 2003/08,2001-02-28 00:02:17.109375,7,0.07,0.07,5.89501491189003
1998-2003-08,1998/08 - 2003/08,2001-02-28 00:02:17.109375,all,0.039,0.039,2.8626028809230775
1998-2003-09,1998/09 - 2003/09,2001-03-31 01:17:45.234375,1,0.051,0.057,3.3432576930499636
1998-2003-09,1998/09 - 2003/09,2001-03-31 01:17:45.234375,2,0.066,0.063,3.914265738800168
1998-2003-09,1998/09 - 2003/09,2001-03-31 01:17:45.234375,3,0.016,0.015,2.3537051314488053
1998-2003-09,1998/09 - 2003/09,2001-03-31 01:17:45.234375,4,0.052,0.051,3.792736416682601
1998-2003-09,1998/09 - 2003/09,2001-03-31 01:17:45.234375,5,0.0,0.001,0.789311204898695
1998-2003-09,1998/09 - 2003/09,2001-03-31 01:17:45.234375,6,0.059,0.063,-2.312731296988204
1998-2003-09,1998/09 - 2003/09,2001-03-31 01:17:45.234375,7,0.07,0.065,5.964807868003845
1998-2003-09,1998/09 - 2003/09,2001-03-31 01:17:45.234375,all,0.039,0.038,2.901935591129586
1998-2003-10,1998/10 - 2003/10,2001-04-30 00:57:32.343750,1,0.051,0.062,3.394418874231633
1998-2003-10,1998/10 - 2003/10,2001-04-30 00:57:32.343750,2,0.066,0.059,3.980487199500203
1998-2003-10,1998/10 - 2003/10,2001-04-30 00:57:32.343750,3,0.016,0.015,2.369810345582664
1998-2003-10,1998/10 - 2003/10,2001-04-30 00:57:32.343750,4,0.052,0.05,3.844739453867078
1998-2003-10,1998/10 - 2003/10,2001-04-30 00:57:32.343750,5,0.0,0.002,0.7895180899868137
1998-2003-10,1998/10 - 2003/10,2001-04-30 00:57:32.343750,6,0.059,0.067,-2.253686820389703
1998-2003-10,1998/10 - 2003/10,2001-04-30 00:57:32.343750,7,0.07,0.059,6.0346008241176605
1998-2003-10,1998/10 - 2003/10,2001-04-30 00:57:32.343750,all,0.039,0.037,2.9412683013360947
1998-2003-11,1998/11 - 2003/11,2001-05-31 01:13:00.468750,1,0.079,0.068,3.459268431586679
1998-2003-11,1998/11 - 2003/11,2001-05-31 01:13:00.468750,2,0.049,0.056,4.037911159917712
1998-2003-11,1998/11 - 2003/11,2001-05-31 01:13:00.468750,3,0.012,0.014,2.384041226003319
1998-2003-11,1998/11 - 2003/11,2001-05-31 01:13:00.468750,4,0.048,0.049,3.8946097642183304
1998-2003-11,1998/11 - 2003/11,2001-05-31 01:13:00.468750,5,0.004,0.003,0.7916438969405135
1998-2003-11,1998/11 - 2003/11,2001-05-31 01:13:00.468750,6,0.08,0.072,-2.184146224753931
1998-2003-11,1998/11 - 2003/11,2001-05-31 01:13:00.468750,7,0.044,0.054,6.091420069336891
1998-2003-11,1998/11 - 2003/11,2001-05-31 01:13:00.468750,all,0.034,0.036,2.978017807705328
1998-2003-12,1998/12 - 2003/12,2001-06-30 00:52:47.578125,1,0.079,0.073,3.5378063651151024
1998-2003-12,1998/12 - 2003/12,2001-06-30 00:52:47.578125,2,0.049,0.052,4.086537620052695
1998-2003-12,1998/12 - 2003/12,2001-06-30 00:52:47.578125,3,0.012,0.013,2.3963977727107704
1998-2003-12,1998/12 - 2003/12,2001-06-30 00:52:47.578125,4,0.048,0.049,3.9423473477363586
1998-2003-12,1998/12 - 2003/12,2001-06-30 00:52:47.578125,5,0.004,0.003,0.7956886257597944
1998-2003-12,1998/12 - 2003/12,2001-06-30 00:52:47.578125,6,0.08,0.076,-2.104109510080889
1998-2003-12,1998/12 - 2003/12,2001-06-30 00:52:47.578125,7,0.044,0.049,6.135265603661537
1998-2003-12,1998/12 - 2003/12,2001-06-30 00:52:47.578125,all,0.034,0.035,3.0121841102372855
1999-2004-01,1999/01 - 2004/01,2001-07-31 01:01:08.554688,1,0.079,0.078,3.6163442986435257
1999-2004-01,1999/01 - 2004/01,2001-07-31 01:01:08.554688,2,0.049,0.045,4.135164080187678
1999-2004-01,1999/01 - 2004/01,2001-07-31 01:01:08.554688,3,0.012,0.012,2.4087543194182217
1999-2004-01,1999/01 - 2004/01,2001-07-31 01:01:08.554688,4,0.048,0.046,3.990084931254387
1999-2004-01,1999/01 - 2004/01,2001-07-31 01:01:08.554688,5,0.004,0.002,0.7997333545790752
1999-2004-01,1999/01 - 2004/01,2001-07-31 01:01:08.554688,6,0.08,0.078,-2.0240727954078466
1999-2004-01,1999/01 - 2004/01,2001-07-31 01:01:08.554688,7,0.044,0.042,6.179111137986183
1999-2004-01,1999/01 - 2004/01,2001-07-31 01:01:08.554688,all,0.034,0.032,3.046350412769243
1999-2004-02,1999/02 - 2004/02,2001-08-29 01:02:17.109375,1,0.079,0.074,3.694882232171949
1999-2004-02,1999/02 - 2004/02,2001-08-29 01:02:17.109375,2,0.049,0.037,4.183790540322661
1999-2004-02,1999/02 - 2004/02,2001-08-29 01:02:17.109375,3,0.012,0.012,2.421110866125673
1999-2004-02,1999/02 - 2004/02,2001-08-29 01:02:17.109375,4,0.048,0.046,4.037822514772415
1999-2004-02,1999/02 - 2004/02,2001-08-29 01:02:17.109375,5,0.004,-0.002,0.8037780833983561
1999-2004-02,1999/02 - 2004/02,2001-08-29 01:02:17.109375,6,0.08,0.072,-1.9440360807348043
1999-2004-02,1999/02 - 2004/02,2001-08-29 01:02:17.109375,7,0.044,0.038,6.222956672310829
1999-2004-02,1999/02 - 2004/02,2001-08-29 01:02:17.109375,all,0.034,0.03,3.0805167153012007
1999-2004-03,1999/03 - 2004/03,2001-09-28 12:56:44.882812,1,0.074,0.07,3.771209991944488
1999-2004-03,1999/03 - 2004/03,2001-09-28 12:56:44.882812,2,0.028,0.03,4.222294468432665
1999-2004-03,1999/03 - 2004/03,2001-09-28 12:56:44.882812,3,0.009,0.012,2.43176384922117
1999-2004-03,1999/03 - 2004/03,2001-09-28 12:56:44.882812,4,0.041,0.045,4.0824196469038725
1999-2004-03,1999/03 - 2004/03,2001-09-28 12:56:44.882812,5,-0.008,-0.006,0.8019870846619597
1999-2004-03,1999/03 - 2004/03,2001-09-28 12:56:44.882812,6,0.068,0.066,-1.8701685958076268
1999-2004-03,1999/03 - 2004/03,2001-09-28 12:56:44.882812,7,0.035,0.034,6.262169288471341
1999-2004-03,1999/03 - 2004/03,2001-09-28 12:56:44.882812,all,0.026,0.027,3.110360177932307
1999-2004-04,1999/04 - 2004/04,2001-10-29 12:09:03.164062,1,0.06,0.066,3.838132217002567
1999-2004-04,1999/04 - 2004/04,2001-10-29 12:09:03.164062,2,0.013,0.023,4.243060837965459
1999-2004-04,1999/04 - 2004/04,2001-10-29 12:09:03.164062,3,0.014,0.013,2.4433329347521067
1999-2004-04,1999/04 - 2004/04,2001-10-29 12:09:03.164062,4,0.045,0.045,4.125710630789399
1999-2004-04,1999/04 - 2004/04,2001-10-29 12:09:03.164062,5,-0.016,-0.01,0.7901777323422721
1999-2004-04,1999/04 - 2004/04,2001-10-29 12:09:03.164062,6,0.051,0.06,-1.810910712229088
1999-2004-04,1999/04 - 2004/04,2001-10-29 12:09:03.164062,7,0.024,0.03,6.291691090911627
1999-2004-04,1999/04 - 2004/04,2001-10-29 12:09:03.164062,all,0.021,0.024,3.133561475900933
1999-2004-05,1999/05 - 2004/05,2001-11-28 11:43:39.140625,1,0.06,0.063,3.8978590811020695
1999-2004-05,1999/05 - 2004/05,2001-11-28 11:43:39.140625,2,0.013,0.016,4.256212180946022
1999-2004-05,1999/05 - 2004/05,2001-11-28 11:43:39.140625,3,0.014,0.013,2.4575216863304377
1999-2004-05,1999/05 - 2004/05,2001-11-28 11:43:39.140625,4,0.045,0.044,4.170835917815566
1999-2004-05,1999/05 - 2004/05,2001-11-28 11:43:39.140625,5,-0.016,-0.014,0.7741857539949706
1999-2004-05,1999/05 - 2004/05,2001-11-28 11:43:39.140625,6,0.051,0.054,-1.7600932002533227
1999-2004-05,1999/05 - 2004/05,2001-11-28 11:43:39.140625,7,0.024,0.026,6.31615499779582
1999-2004-05,1999/05 - 2004/05,2001-11-28 11:43:39.140625,all,0.021,0.022,3.15444344910793
1999-2004-06,1999/06 - 2004/06,2001-12-29 11:55:57.421875,1,0.06,0.059,3.957585945201572
1999-2004-06,1999/06 - 2004/06,2001-12-29 11:55:57.421875,2,0.013,0.011,4.269363523926586
1999-2004-06,1999/06 - 2004/06,2001-12-29 11:55:57.421875,3,0.014,0.012,2.4717104379087687
1999-2004-06,1999/06 - 2004/06,2001-12-29 11:55:57.421875,4,0.045,0.043,4.215961204841733
1999-2004-06,1999/06 - 2004/06,2001-12-29 11:55:57.421875,5,-0.016,-0.017,0.7581937756476691
1999-2004-06,1999/06 - 2004/06,2001-12-29 11:55:57.421875,6,0.051,0.051,-1.7092756882775575
1999-2004-06,1999/06 - 2004/06,2001-12-29 11:55:57.421875,7,0.024,0.018,6.340618904680014
1999-2004-06,1999/06 - 2004/06,2001-12-29 11:55:57.421875,all,0.021,0.019,3.175325422314927
1999-2004-07,1999/07 - 2004/07,2002-01-28 12:02:43.476562,1,0.06,0.059,4.017312809301075
1999-2004-07,1999/07 - 2004/07,2002-01-28 12:02:43.476562,2,0.013,0.008,4.2825148669071496
1999-2004-07,1999/07 - 2004/07,2002-01-28 12:02:43.476562,3,0.014,0.009,2.4858991894870996
1999-2004-07,1999/07 - 2004/07,2002-01-28 12:02:43.476562,4,0.045,0.042,4.2610864918679
1999-2004-07,1999/07 - 2004/07,2002-01-28 12:02:43.476562,5,-0.016,-0.019,0.7422017973003676
1999-2004-07,1999/07 - 2004/07,2002-01-28 12:02:43.476562,6,0.051,0.052,-1.6584581763017923
1999-2004-07,1999/07 - 2004/07,2002-01-28 12:02:43.476562,7,0.024,0.012,6.365082811564207
1999-2004-07,1999/07 - 2004/07,2002-01-28 12:02:43.476562,all,0.021,0.016,3.196207395521924
1999-2004-08,1999/08 - 2004/08,2002-02-28 12:15:01.757812,1,0.058,0.058,4.0759925315505825
1999-2004-08,1999/08 - 2004/08,2002-02-28 12:15:01.757812,2,0.0,0.005,4.289093618095421
1999-2004-08,1999/08 - 2004/08,2002-02-28 12:15:01.757812,3,0.002,0.007,2.494151370599866
1999-2004-08,1999/08 - 2004/08,2002-02-28 12:15:01.757812,4,0.037,0.04,4.30190471932292
1999-2004-08,1999/08 - 2004/08,2002-02-28 12:15:01.757812,5,-0.023,-0.02,0.7225327748892596
1999-2004-08,1999/08 - 2004/08,2002-02-28 12:15:01.757812,6,0.054,0.053,-1.606054236413911
1999-2004-08,1999/08 - 2004/08,2002-02-28 12:15:01.757812,7,-0.006,0.006,6.3742636744864285
1999-2004-08,1999/08 - 2004/08,2002-02-28 12:15:01.757812,all,0.01,0.014,3.2116010871250182
1999-2004-09,1999/09 - 2004/09,2002-03-31 12:55:09.960938,1,0.058,0.058,4.133625111950096
1999-2004-09,1999/09 - 2004/09,2002-03-31 12:55:09.960938,2,0.0,0.003,4.289099777491401
1999-2004-09,1999/09 - 2004/09,2002-03-31 12:55:09.960938,3,0.002,0.005,2.4964669812470675
1999-2004-09,1999/09 - 2004/09,2002-03-31 12:55:09.960938,4,0.037,0.038,4.338415887206793
1999-2004-09,1999/09 - 2004/09,2002-03-31 12:55:09.960938,5,-0.023,-0.022,0.699186708414345
1999-2004-09,1999/09 - 2004/09,2002-03-31 12:55:09.960938,6,0.054,0.053,-1.5520638686139137
1999-2004-09,1999/09 - 2004/09,2002-03-31 12:55:09.960938,7,-0.006,0.0,6.368161493446678
1999-2004-09,1999/09 - 2004/09,2002-03-31 12:55:09.960938,all,0.01,0.012,3.22150649712421
1999-2004-10,1999/10 - 2004/10,2002-04-30 13:01:56.015625,1,0.058,0.057,4.191257692349609
1999-2004-10,1999/10 - 2004/10,2002-04-30 13:01:56.015625,2,0.0,-0.002,4.289105936887381
1999-2004-10,1999/10 - 2004/10,2002-04-30 13:01:56.015625,3,0.002,0.001,2.498782591894269
1999-2004-10,1999/10 - 2004/10,2002-04-30 13:01:56.015625,4,0.037,0.035,4.374927055090666
1999-2004-10,1999/10 - 2004/10,2002-04-30 13:01:56.015625,5,-0.023,-0.022,0.6758406419394305
1999-2004-10,1999/10 - 2004/10,2002-04-30 13:01:56.015625,6,0.054,0.052,-1.4980735008139163
1999-2004-10,1999/10 - 2004/10,2002-04-30 13:01:56.015625,7,-0.006,-0.006,6.362059312406927
1999-2004-10,1999/10 - 2004/10,2002-04-30 13:01:56.015625,all,0.01,0.009,3.2314119071234018
