code,period,midpoint,basin,Raw SEC,Smooth SEC,dH
1996-2001-07,1996/07 - 2001/07,1999-01-29 00:02:43.476562,18,-0.049,-0.048,-2.47948245331645
1996-2001-07,1996/07 - 2001/07,1999-01-29 00:02:43.476562,all,0.002,0.001,-0.9359771477465983
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,1,0.147,0.141,-0.8209509160369635
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,2,0.054,0.046,-1.110157972201705
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,3,0.0,0.001,-0.44273788171994966
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,4,0.014,0.012,-0.417876839521341
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,5,0.003,0.005,-0.28231681510806084
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,6,-0.006,-0.007,-1.25231198820984
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,7,0.028,0.027,-0.3534384164959192
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,8,-0.023,-0.023,-1.1560922842472792
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,9,-0.068,-0.069,-5.812608957290649
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,10,0.023,0.022,-0.20333593990653753
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,11,0.006,0.005,-1.4990207597147673
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,12,0.047,0.046,0.5603184131905437
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,13,0.011,0.009,-1.16522662906209
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,14,0.062,0.066,2.4598247020039707
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,15,0.107,0.089,-0.8695213533937931
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,16,0.071,0.065,0.1232006661593914
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,17,0.279,0.282,6.9484680742025375
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,18,-0.049,-0.049,-2.5284382440149784
1996-2001-08,1996/08 - 2001/08,1999-03-01 00:15:01.757812,all,0.002,0.002,-0.933997006242862
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,1,0.147,0.147,-0.6744240876287222
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,2,0.054,0.054,-1.0561887007206678
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,3,0.0,0.0,-0.4424259676161455
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,4,0.014,0.014,-0.4042399040190503
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,5,0.003,0.003,-0.27918885136023164
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,6,-0.006,-0.006,-1.2582248951657675
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,7,0.028,0.028,-0.32519017346203327
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,8,-0.023,-0.023,-1.1792259514331818
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,9,-0.068,-0.068,-5.8804576471447945
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,10,0.023,0.023,-0.18021082784980536
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,11,0.006,0.006,-1.4932159602176398
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,12,0.047,0.047,0.6073175584897399
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,13,0.011,0.011,-1.1538979327888228
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,14,0.062,0.062,2.5221937692258507
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,15,0.107,0.107,-0.7628083042800426
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,16,0.071,0.071,0.19418835267424583
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,17,0.279,0.279,7.227901265025139
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,18,-0.049,-0.049,-2.5773940347135067
1996-2001-09,1996/09 - 2001/09,1999-04-01 00:55:09.960938,all,0.002,0.002,-0.9320168647391256
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,1,0.147,0.142,-0.5278972592204809
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,2,0.054,0.051,-1.0022194292396307
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,3,0.0,-0.0,-0.44211405351234134
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,4,0.014,0.013,-0.3906029685167596
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,5,0.003,0.003,-0.27606088761240244
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,6,-0.006,-0.005,-1.2641378021216951
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,7,0.028,0.027,-0.2969419304281473
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,8,-0.023,-0.024,-1.2023596186190844
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,9,-0.068,-0.069,-5.9483063369989395
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,10,0.023,0.02,-0.15708571579307318
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,11,0.006,0.004,-1.4874111607205123
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,12,0.047,0.049,0.6543167037889361
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,13,0.011,0.01,-1.1425692365155555
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,14,0.062,0.063,2.5845628364477307
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,15,0.107,0.095,-0.6560952551662922
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,16,0.071,0.052,0.26517603918910027
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,17,0.279,0.275,7.50733445584774
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,18,-0.049,-0.05,-2.626349825412035
1996-2001-10,1996/10 - 2001/10,1999-05-01 01:01:56.015625,all,0.002,0.001,-0.9300367232353892
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,1,0.147,0.138,-0.38137043081223965
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,2,0.054,0.047,-0.9482501577585936
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,3,0.0,-0.001,-0.4418021394085372
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,4,0.014,0.012,-0.37696603301446885
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,5,0.003,0.004,-0.27293292386457324
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,6,-0.006,-0.005,-1.2700507090776227
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,7,0.028,0.026,-0.26869368739426136
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,8,-0.023,-0.024,-1.225493285804987
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,9,-0.068,-0.07,-6.016155026853085
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,10,0.023,0.017,-0.133960603736341
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,11,0.006,0.001,-1.4816063612233847
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,12,0.047,0.051,0.7013158490881324
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,13,0.011,0.008,-1.1312405402422883
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,14,0.062,0.064,2.6469319036696106
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,15,0.107,0.083,-0.5493822060525417
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,16,0.071,0.032,0.3361637257039547
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,17,0.279,0.271,7.7867676466703415
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,18,-0.049,-0.052,-2.6753056161105633
1996-2001-11,1996/11 - 2001/11,1999-06-01 01:14:14.296875,all,0.002,0.001,-0.9280565817316528
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,1,0.124,0.133,-0.2459873128682375
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,2,0.037,0.044,-0.9027959797531366
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,3,-0.003,-0.001,-0.4429448056325782
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,4,0.009,0.011,-0.3654993128729984
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,5,0.005,0.004,-0.268975927028805
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,6,-0.004,-0.005,-1.2749307666090317
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,7,0.022,0.024,-0.24367633368819952
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,8,-0.026,-0.025,-1.2500374363735318
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,9,-0.074,-0.072,-6.087215758860111
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,10,0.007,0.013,-0.11887845839373767
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,11,-0.005,-0.001,-1.4813449268694967
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,12,0.058,0.053,0.7535683652386069
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,13,0.003,0.006,-1.124104816291947
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,14,0.068,0.066,2.711952209705487
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,15,0.048,0.071,-0.4720680546015501
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,16,-0.026,0.013,0.35873598884791136
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,17,0.257,0.266,8.055084750056267
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,18,-0.056,-0.053,-2.7280147448182106
1996-2001-12,1996/12 - 2001/12,1999-07-01 00:48:50.273438,all,-0.001,0.0,-0.9276086206373293
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,1,0.124,0.129,-0.12174790538847446
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,2,0.037,0.04,-0.8658568952232599
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,3,-0.003,-0.002,-0.4455420521844644
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,4,0.009,0.01,-0.3562028080923483
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,5,0.005,0.004,-0.26418989710509777
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,6,-0.004,-0.004,-1.278777974715922
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,7,0.022,0.023,-0.2218898693099618
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,8,-0.026,-0.025,-1.275992070324719
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,9,-0.074,-0.073,-6.1614885330200195
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,10,0.007,0.01,-0.1118392797652632
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,11,-0.005,-0.003,-1.4866268576588482
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,12,0.058,0.055,0.8110742522403598
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,13,0.003,0.005,-1.1211620646645315
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,14,0.068,0.067,2.7796237545553595
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,15,0.048,0.06,-0.4241528008133173
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,16,-0.026,-0.006,0.33289282862097025
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,17,0.257,0.262,8.312285766005516
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,18,-0.056,-0.055,-2.784477211534977
1997-2002-01,1997/01 - 2002/01,1999-08-01 01:08:15.703125,all,-0.001,-0.0,-0.9286928399524186
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,1,0.124,0.117,0.0024915020912885666
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,2,0.037,0.034,-0.8289178106933832
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,3,-0.003,-0.003,-0.4481392987363506
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,4,0.009,0.01,-0.34690630331169814
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,5,0.005,0.006,-0.2594038671813905
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,6,-0.004,-0.003,-1.2826251828228123
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,7,0.022,0.021,-0.20010340493172407
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,8,-0.026,-0.026,-1.301946704275906
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,9,-0.074,-0.077,-6.235761307179928
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,10,0.007,0.006,-0.10480010113678873
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,11,-0.005,-0.005,-1.4919087884481996
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,12,0.058,0.058,0.8685801392421126
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,13,0.003,0.003,-1.118219313037116
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,14,0.068,0.067,2.847295299405232
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,15,0.048,0.038,-0.3762375470250845
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,16,-0.026,-0.001,0.30704966839402914
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,17,0.257,0.257,8.569486781954765
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,18,-0.056,-0.058,-2.8409396782517433
1997-2002-02,1997/02 - 2002/02,1999-08-30 01:16:31.406250,all,-0.001,-0.001,-0.9297770592675079
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,1,0.124,0.11,0.1267309095710516
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,2,0.037,0.031,-0.7919787261635065
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,3,-0.003,-0.003,-0.4507365452882368
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,4,0.009,0.01,-0.337609798531048
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,5,0.005,0.007,-0.2546178372576833
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,6,-0.004,-0.002,-1.2864723909297027
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,7,0.022,0.021,-0.17831694055348635
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,8,-0.026,-0.026,-1.3279013382270932
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,9,-0.074,-0.08,-6.310034081339836
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,10,0.007,0.004,-0.09776092250831425
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,11,-0.005,-0.005,-1.497190719237551
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,12,0.058,0.059,0.9260860262438655
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,13,0.003,0.003,-1.1152765614097007
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,14,0.068,0.066,2.9149668442551047
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,15,0.048,0.029,-0.3283222932368517
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,16,-0.026,0.023,0.28120650816708803
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,17,0.257,0.256,8.826687797904015
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,18,-0.056,-0.06,-2.8974021449685097
1997-2002-03,1997/03 - 2002/03,1999-09-29 00:56:18.515625,all,-0.001,-0.001,-0.9308612785825972
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,1,0.088,0.102,0.232773931697011
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,2,0.021,0.027,-0.7630536500364542
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,3,-0.004,-0.004,-0.4541762370208744
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,4,0.011,0.01,-0.3276545455446467
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,5,0.01,0.008,-0.24713436258025467
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,6,-0.0,-0.002,-1.2884788352166652
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,7,0.019,0.02,-0.15800122823566198
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,8,-0.025,-0.026,-1.3535621603950858
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,9,-0.089,-0.083,-6.391714006662369
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,10,-0.001,0.002,-0.09453332592966035
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,11,-0.004,-0.005,-1.501888410653919
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,12,0.061,0.06,0.9853312326595187
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,13,0.004,0.004,-1.111682100512553
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,14,0.063,0.065,2.980196506017819
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,15,0.001,0.019,-0.3041129694029223
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,16,0.097,0.048,0.31676194071769714
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,17,0.255,0.256,9.08296923339367
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,18,-0.066,-0.062,-2.95868868380785
1997-2002-04,1997/04 - 2002/04,1999-10-30 01:11:46.640625,all,-0.002,-0.002,-0.932365740503883
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,1,0.088,0.095,0.32062056846916676
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,2,0.021,0.024,-0.7421425823122263
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,3,-0.004,-0.004,-0.45845837393426336
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,4,0.011,0.01,-0.3170405443524942
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,5,0.01,0.009,-0.23695344314910471
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,6,-0.0,-0.001,-1.2886445156836999
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,7,0.019,0.019,-0.13915626797825098
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,8,-0.025,-0.025,-1.3789291707798839
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,9,-0.089,-0.086,-6.480801083147526
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,10,-0.001,0.001,-0.09511731140082702
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,11,-0.004,-0.004,-1.5060018626973033
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,12,0.061,0.06,1.0463157584890723
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,13,0.004,0.004,-1.1074359303456731
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,14,0.063,0.064,3.0429842846933752
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,15,0.001,0.01,-0.30360957552329637
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,16,0.097,0.072,0.4137159660458565
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,17,0.255,0.256,9.338331088423729
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,18,-0.066,-0.064,-3.024799294769764
1997-2002-05,1997/05 - 2002/05,1999-11-28 23:51:33.750000,all,-0.002,-0.002,-0.9342904450313654
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,1,0.088,0.088,0.4084672052413225
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,2,0.021,0.021,-0.7212315145879984
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,3,-0.004,-0.004,-0.46274051084765233
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,4,0.011,0.011,-0.3064265431603417
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,5,0.01,0.01,-0.22677252371795475
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,6,-0.0,-0.0,-1.2888101961507346
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,7,0.019,0.019,-0.12031130772083998
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,8,-0.025,-0.025,-1.404296181164682
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,9,-0.089,-0.089,-6.569888159632683
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,10,-0.001,-0.001,-0.09570129687199369
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,11,-0.004,-0.004,-1.5101153147406876
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,12,0.061,0.061,1.107300284318626
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,13,0.004,0.004,-1.1031897601787932
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,14,0.063,0.063,3.1057720633689314
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,15,0.001,0.001,-0.3031061816436704
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,16,0.097,0.097,0.5106699913740158
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,17,0.255,0.255,9.593692943453789
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,18,-0.066,-0.066,-3.090909905731678
1997-2002-06,1997/06 - 2002/06,1999-12-30 00:07:01.875000,all,-0.002,-0.002,-0.9362151495588478
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,1,0.088,0.086,0.4963138420134783
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,2,0.021,0.031,-0.7003204468637705
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,3,-0.004,-0.003,-0.4670226477610413
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,4,0.011,0.013,-0.2958125419681892
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,5,0.01,0.011,-0.2165916042868048
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,6,-0.0,0.002,-1.2889758766177692
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,7,0.019,0.022,-0.10146634746342897
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,8,-0.025,-0.023,-1.42966319154948
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,9,-0.089,-0.09,-6.65897523611784
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,10,-0.001,0.003,-0.09628528234316036
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,11,-0.004,0.0,-1.514228766784072
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,12,0.061,0.064,1.1682848101481795
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,13,0.004,0.008,-1.0989435900119133
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,14,0.063,0.064,3.1685598420444876
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,15,0.001,0.013,-0.3026027877640445
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,16,0.097,0.073,0.6076240167021751
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,17,0.255,0.254,9.849054798483849
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,18,-0.066,-0.064,-3.157020516693592
1997-2002-07,1997/07 - 2002/07,2000-01-28 23:46:48.984375,all,-0.002,0.0,-0.9381398540863302
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,1,0.088,0.085,0.584160478785634
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,2,0.021,0.04,-0.6794093791395426
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,3,-0.004,-0.002,-0.47130478467443027
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,4,0.011,0.016,-0.2851985407760367
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,5,0.01,0.011,-0.20641068485565484
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,6,-0.0,0.004,-1.289141557084804
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,7,0.019,0.026,-0.08262138720601797
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,8,-0.025,-0.021,-1.455030201934278
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,9,-0.089,-0.09,-6.748062312602997
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,10,-0.001,0.007,-0.09686926781432703
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,11,-0.004,0.004,-1.5183422188274562
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,12,0.061,0.066,1.2292693359777331
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,13,0.004,0.012,-1.0946974198450334
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,14,0.063,0.066,3.231347620720044
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,15,0.001,0.026,-0.30209939388441853
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,16,0.097,0.049,0.7045780420303345
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,17,0.255,0.252,10.104416653513908
1997-2002-08,1997/08 - 2002/08,2000-02-29 00:02:17.109375,18,-0.066,-0.062,-3.223131127655506
