code,period,midpoint,basin,SEC
199806-200306,1998/06 - 2003/06,2000.9932,15,0.04619576409459114
199806-200306,1998/06 - 2003/06,2000.9932,16,0.0787670910358429
199806-200306,1998/06 - 2003/06,2000.9932,17,0.17882949113845825
199806-200306,1998/06 - 2003/06,2000.9932,18,-0.04186685010790825
199806-200306,1998/06 - 2003/06,2000.9932,all,0.004516046
199807-200307,1998/07 - 2003/07,2001.0753,0,-0.08019677549600601
199807-200307,1998/07 - 2003/07,2001.0753,1,0.0381929837167263
199807-200307,1998/07 - 2003/07,2001.0753,2,0.060670435428619385
199807-200307,1998/07 - 2003/07,2001.0753,3,-0.0021876110695302486
199807-200307,1998/07 - 2003/07,2001.0753,4,0.011363890022039413
199807-200307,1998/07 - 2003/07,2001.0753,5,0.010313674807548523
199807-200307,1998/07 - 2003/07,2001.0753,6,0.008475860580801964
199807-200307,1998/07 - 2003/07,2001.0753,7,0.03311573341488838
199807-200307,1998/07 - 2003/07,2001.0753,8,-0.005075981840491295
199807-200307,1998/07 - 2003/07,2001.0753,9,-0.11968352645635605
199807-200307,1998/07 - 2003/07,2001.0753,10,0.017237335443496704
199807-200307,1998/07 - 2003/07,2001.0753,11,-0.012464240193367004
199807-200307,1998/07 - 2003/07,2001.0753,12,0.05414276570081711
199807-200307,1998/07 - 2003/07,2001.0753,13,0.030290884897112846
199807-200307,1998/07 - 2003/07,2001.0753,14,0.06988148391246796
199807-200307,1998/07 - 2003/07,2001.0753,15,0.04619576409459114
199807-200307,1998/07 - 2003/07,2001.0753,16,0.0787670910358429
199807-200307,1998/07 - 2003/07,2001.0753,17,0.17882949113845825
199807-200307,1998/07 - 2003/07,2001.0753,18,-0.04186685010790825
199807-200307,1998/07 - 2003/07,2001.0753,all,0.004516046
199808-200308,1998/08 - 2003/08,2001.1603,0,-0.08019677549600601
199808-200308,1998/08 - 2003/08,2001.1603,1,0.0381929837167263
199808-200308,1998/08 - 2003/08,2001.1603,2,0.060670435428619385
199808-200308,1998/08 - 2003/08,2001.1603,3,-0.0021876110695302486
199808-200308,1998/08 - 2003/08,2001.1603,4,0.011363890022039413
199808-200308,1998/08 - 2003/08,2001.1603,5,0.010313674807548523
199808-200308,1998/08 - 2003/08,2001.1603,6,0.008475860580801964
199808-200308,1998/08 - 2003/08,2001.1603,7,0.03311573341488838
199808-200308,1998/08 - 2003/08,2001.1603,8,-0.005075981840491295
199808-200308,1998/08 - 2003/08,2001.1603,9,-0.11968352645635605
199808-200308,1998/08 - 2003/08,2001.1603,10,0.017237335443496704
199808-200308,1998/08 - 2003/08,2001.1603,11,-0.012464240193367004
199808-200308,1998/08 - 2003/08,2001.1603,12,0.05414276570081711
199808-200308,1998/08 - 2003/08,2001.1603,13,0.030290884897112846
199808-200308,1998/08 - 2003/08,2001.1603,14,0.06988148391246796
199808-200308,1998/08 - 2003/08,2001.1603,15,0.04619576409459114
199808-200308,1998/08 - 2003/08,2001.1603,16,0.0787670910358429
199808-200308,1998/08 - 2003/08,2001.1603,17,0.17882949113845825
199808-200308,1998/08 - 2003/08,2001.1603,18,-0.04186685010790825
199808-200308,1998/08 - 2003/08,2001.1603,all,0.004516046
199809-200309,1998/09 - 2003/09,2001.2452,0,-0.08019677549600601
199809-200309,1998/09 - 2003/09,2001.2452,1,0.0381929837167263
199809-200309,1998/09 - 2003/09,2001.2452,2,0.060670435428619385
199809-200309,1998/09 - 2003/09,2001.2452,3,-0.0021876110695302486
199809-200309,1998/09 - 2003/09,2001.2452,4,0.011363890022039413
199809-200309,1998/09 - 2003/09,2001.2452,5,0.010313674807548523
199809-200309,1998/09 - 2003/09,2001.2452,6,0.008475860580801964
199809-200309,1998/09 - 2003/09,2001.2452,7,0.03311573341488838
199809-200309,1998/09 - 2003/09,2001.2452,8,-0.005075981840491295
199809-200309,1998/09 - 2003/09,2001.2452,9,-0.11968352645635605
199809-200309,1998/09 - 2003/09,2001.2452,10,0.017237335443496704
199809-200309,1998/09 - 2003/09,2001.2452,11,-0.012464240193367004
199809-200309,1998/09 - 2003/09,2001.2452,12,0.05414276570081711
199809-200309,1998/09 - 2003/09,2001.2452,13,0.030290884897112846
199809-200309,1998/09 - 2003/09,2001.2452,14,0.06988148391246796
199809-200309,1998/09 - 2003/09,2001.2452,15,0.04619576409459114
199809-200309,1998/09 - 2003/09,2001.2452,16,0.0787670910358429
199809-200309,1998/09 - 2003/09,2001.2452,17,0.17882949113845825
199809-200309,1998/09 - 2003/09,2001.2452,18,-0.04186685010790825
199809-200309,1998/09 - 2003/09,2001.2452,all,0.004516046
199810-200310,1998/10 - 2003/10,2001.3274,0,-0.08019677549600601
199810-200310,1998/10 - 2003/10,2001.3274,1,0.0381929837167263
199810-200310,1998/10 - 2003/10,2001.3274,2,0.060670435428619385
199810-200310,1998/10 - 2003/10,2001.3274,3,-0.0021876110695302486
199810-200310,1998/10 - 2003/10,2001.3274,4,0.011363890022039413
199810-200310,1998/10 - 2003/10,2001.3274,5,0.010313674807548523
199810-200310,1998/10 - 2003/10,2001.3274,6,0.008475860580801964
199810-200310,1998/10 - 2003/10,2001.3274,7,0.03311573341488838
199810-200310,1998/10 - 2003/10,2001.3274,8,-0.005075981840491295
199810-200310,1998/10 - 2003/10,2001.3274,9,-0.11968352645635605
199810-200310,1998/10 - 2003/10,2001.3274,10,0.017237335443496704
199810-200310,1998/10 - 2003/10,2001.3274,11,-0.012464240193367004
199810-200310,1998/10 - 2003/10,2001.3274,12,0.05414276570081711
199810-200310,1998/10 - 2003/10,2001.3274,13,0.030290884897112846
199810-200310,1998/10 - 2003/10,2001.3274,14,0.06988148391246796
199810-200310,1998/10 - 2003/10,2001.3274,15,0.04619576409459114
199810-200310,1998/10 - 2003/10,2001.3274,16,0.0787670910358429
199810-200310,1998/10 - 2003/10,2001.3274,17,0.17882949113845825
199810-200310,1998/10 - 2003/10,2001.3274,18,-0.04186685010790825
199810-200310,1998/10 - 2003/10,2001.3274,all,0.004516046
199811-200311,1998/11 - 2003/11,2001.4124,0,-0.07764498889446259
199811-200311,1998/11 - 2003/11,2001.4124,1,0.00505390390753746
199811-200311,1998/11 - 2003/11,2001.4124,2,0.05475600063800812
199811-200311,1998/11 - 2003/11,2001.4124,3,-0.001874781446531415
199811-200311,1998/11 - 2003/11,2001.4124,4,0.008256707340478897
199811-200311,1998/11 - 2003/11,2001.4124,5,0.008038103580474854
199811-200311,1998/11 - 2003/11,2001.4124,6,0.012380965985357761
199811-200311,1998/11 - 2003/11,2001.4124,7,0.0363200381398201
199811-200311,1998/11 - 2003/11,2001.4124,8,0.0006430780631490052
199811-200311,1998/11 - 2003/11,2001.4124,9,-0.12605838477611542
199811-200311,1998/11 - 2003/11,2001.4124,10,0.013203413225710392
199811-200311,1998/11 - 2003/11,2001.4124,11,-0.014222495257854462
199811-200311,1998/11 - 2003/11,2001.4124,12,0.051647886633872986
199811-200311,1998/11 - 2003/11,2001.4124,13,0.034528352320194244
199811-200311,1998/11 - 2003/11,2001.4124,14,0.06473418325185776
199811-200311,1998/11 - 2003/11,2001.4124,15,0.08623938262462616
199811-200311,1998/11 - 2003/11,2001.4124,16,0.05135467275977135
199811-200311,1998/11 - 2003/11,2001.4124,17,0.14882156252861023
199811-200311,1998/11 - 2003/11,2001.4124,18,-0.029562944546341896
199811-200311,1998/11 - 2003/11,2001.4124,all,0.0053126276
199812-200312,1998/12 - 2003/12,2001.4945,0,-0.07764498889446259
199812-200312,1998/12 - 2003/12,2001.4945,1,0.00505390390753746
199812-200312,1998/12 - 2003/12,2001.4945,2,0.05475600063800812
199812-200312,1998/12 - 2003/12,2001.4945,3,-0.001874781446531415
199812-200312,1998/12 - 2003/12,2001.4945,4,0.008256707340478897
199812-200312,1998/12 - 2003/12,2001.4945,5,0.008038103580474854
199812-200312,1998/12 - 2003/12,2001.4945,6,0.012380965985357761
199812-200312,1998/12 - 2003/12,2001.4945,7,0.0363200381398201
199812-200312,1998/12 - 2003/12,2001.4945,8,0.0006430780631490052
199812-200312,1998/12 - 2003/12,2001.4945,9,-0.12605838477611542
199812-200312,1998/12 - 2003/12,2001.4945,10,0.013203413225710392
199812-200312,1998/12 - 2003/12,2001.4945,11,-0.014222495257854462
199812-200312,1998/12 - 2003/12,2001.4945,12,0.051647886633872986
199812-200312,1998/12 - 2003/12,2001.4945,13,0.034528352320194244
199812-200312,1998/12 - 2003/12,2001.4945,14,0.06473418325185776
199812-200312,1998/12 - 2003/12,2001.4945,15,0.08623938262462616
199812-200312,1998/12 - 2003/12,2001.4945,16,0.05135467275977135
199812-200312,1998/12 - 2003/12,2001.4945,17,0.14882156252861023
199812-200312,1998/12 - 2003/12,2001.4945,18,-0.029562944546341896
199812-200312,1998/12 - 2003/12,2001.4945,all,0.0053126276
199901-200401,1999/01 - 2004/01,2001.5793,0,-0.07764498889446259
199901-200401,1999/01 - 2004/01,2001.5793,1,0.00505390390753746
199901-200401,1999/01 - 2004/01,2001.5793,2,0.05475600063800812
199901-200401,1999/01 - 2004/01,2001.5793,3,-0.001874781446531415
199901-200401,1999/01 - 2004/01,2001.5793,4,0.008256707340478897
199901-200401,1999/01 - 2004/01,2001.5793,5,0.008038103580474854
199901-200401,1999/01 - 2004/01,2001.5793,6,0.012380965985357761
199901-200401,1999/01 - 2004/01,2001.5793,7,0.0363200381398201
199901-200401,1999/01 - 2004/01,2001.5793,8,0.0006430780631490052
199901-200401,1999/01 - 2004/01,2001.5793,9,-0.12605838477611542
199901-200401,1999/01 - 2004/01,2001.5793,10,0.013203413225710392
199901-200401,1999/01 - 2004/01,2001.5793,11,-0.014222495257854462
199901-200401,1999/01 - 2004/01,2001.5793,12,0.051647886633872986
199901-200401,1999/01 - 2004/01,2001.5793,13,0.034528352320194244
199901-200401,1999/01 - 2004/01,2001.5793,14,0.06473418325185776
199901-200401,1999/01 - 2004/01,2001.5793,15,0.08623938262462616
199901-200401,1999/01 - 2004/01,2001.5793,16,0.05135467275977135
199901-200401,1999/01 - 2004/01,2001.5793,17,0.14882156252861023
199901-200401,1999/01 - 2004/01,2001.5793,18,-0.029562944546341896
199901-200401,1999/01 - 2004/01,2001.5793,all,0.0053126276
199902-200402,1999/02 - 2004/02,2001.6587,0,-0.07764498889446259
199902-200402,1999/02 - 2004/02,2001.6587,1,0.00505390390753746
199902-200402,1999/02 - 2004/02,2001.6587,2,0.05475600063800812
199902-200402,1999/02 - 2004/02,2001.6587,3,-0.001874781446531415
199902-200402,1999/02 - 2004/02,2001.6587,4,0.008256707340478897
199902-200402,1999/02 - 2004/02,2001.6587,5,0.008038103580474854
199902-200402,1999/02 - 2004/02,2001.6587,6,0.012380965985357761
199902-200402,1999/02 - 2004/02,2001.6587,7,0.0363200381398201
199902-200402,1999/02 - 2004/02,2001.6587,8,0.0006430780631490052
199902-200402,1999/02 - 2004/02,2001.6587,9,-0.12605838477611542
199902-200402,1999/02 - 2004/02,2001.6587,10,0.013203413225710392
199902-200402,1999/02 - 2004/02,2001.6587,11,-0.014222495257854462
199902-200402,1999/02 - 2004/02,2001.6587,12,0.051647886633872986
199902-200402,1999/02 - 2004/02,2001.6587,13,0.034528352320194244
199902-200402,1999/02 - 2004/02,2001.6587,14,0.06473418325185776
199902-200402,1999/02 - 2004/02,2001.6587,15,0.08623938262462616
199902-200402,1999/02 - 2004/02,2001.6587,16,0.05135467275977135
199902-200402,1999/02 - 2004/02,2001.6587,17,0.14882156252861023
199902-200402,1999/02 - 2004/02,2001.6587,18,-0.029562944546341896
199902-200402,1999/02 - 2004/02,2001.6587,all,0.0053126276
199903-200403,1999/03 - 2004/03,2001.7422,0,-0.08370606601238251
199903-200403,1999/03 - 2004/03,2001.7422,1,-0.00037362746661528945
199903-200403,1999/03 - 2004/03,2001.7422,2,0.03977826610207558
199903-200403,1999/03 - 2004/03,2001.7422,3,-0.0012163809733465314
199903-200403,1999/03 - 2004/03,2001.7422,4,0.0031499238684773445
199903-200403,1999/03 - 2004/03,2001.7422,5,0.005214816424995661
199903-200403,1999/03 - 2004/03,2001.7422,6,0.008319534361362457
199903-200403,1999/03 - 2004/03,2001.7422,7,0.034813303500413895
199903-200403,1999/03 - 2004/03,2001.7422,8,0.0016998903593048453
199903-200403,1999/03 - 2004/03,2001.7422,9,-0.13541898131370544
199903-200403,1999/03 - 2004/03,2001.7422,10,0.013151305727660656
199903-200403,1999/03 - 2004/03,2001.7422,11,-0.01183071918785572
199903-200403,1999/03 - 2004/03,2001.7422,12,0.04385676607489586
199903-200403,1999/03 - 2004/03,2001.7422,13,0.03270670399069786
199903-200403,1999/03 - 2004/03,2001.7422,14,0.05988786369562149
199903-200403,1999/03 - 2004/03,2001.7422,15,0.05583107843995094
199903-200403,1999/03 - 2004/03,2001.7422,16,0.1831478625535965
199903-200403,1999/03 - 2004/03,2001.7422,17,0.10917223244905472
199903-200403,1999/03 - 2004/03,2001.7422,18,-0.02810264192521572
199903-200403,1999/03 - 2004/03,2001.7422,all,0.002883127
199904-200404,1999/04 - 2004/04,2001.8269,0,-0.07768265157938004
199904-200404,1999/04 - 2004/04,2001.8269,1,-0.03477204591035843
199904-200404,1999/04 - 2004/04,2001.8269,2,0.02476618066430092
199904-200404,1999/04 - 2004/04,2001.8269,3,-0.0010455404408276081
199904-200404,1999/04 - 2004/04,2001.8269,4,-0.0024343375116586685
199904-200404,1999/04 - 2004/04,2001.8269,5,0.007627008017152548
199904-200404,1999/04 - 2004/04,2001.8269,6,0.005118020344525576
199904-200404,1999/04 - 2004/04,2001.8269,7,0.023382628336548805
199904-200404,1999/04 - 2004/04,2001.8269,8,0.0025296020321547985
199904-200404,1999/04 - 2004/04,2001.8269,9,-0.14891605079174042
199904-200404,1999/04 - 2004/04,2001.8269,10,0.007119604852050543
199904-200404,1999/04 - 2004/04,2001.8269,11,-0.021770335733890533
199904-200404,1999/04 - 2004/04,2001.8269,12,0.038709502667188644
199904-200404,1999/04 - 2004/04,2001.8269,13,0.028231661766767502
199904-200404,1999/04 - 2004/04,2001.8269,14,0.056504976004362106
199904-200404,1999/04 - 2004/04,2001.8269,15,0.051379524171352386
199904-200404,1999/04 - 2004/04,2001.8269,16,0.09695999324321747
199904-200404,1999/04 - 2004/04,2001.8269,17,0.08972702920436859
199904-200404,1999/04 - 2004/04,2001.8269,18,-0.02738780714571476
199904-200404,1999/04 - 2004/04,2001.8269,all,-0.00091882295
199905-200405,1999/05 - 2004/05,2001.9089,0,-0.07768265157938004
199905-200405,1999/05 - 2004/05,2001.9089,1,-0.03477204591035843
199905-200405,1999/05 - 2004/05,2001.9089,2,0.02476618066430092
199905-200405,1999/05 - 2004/05,2001.9089,3,-0.0010455404408276081
199905-200405,1999/05 - 2004/05,2001.9089,4,-0.0024343375116586685
199905-200405,1999/05 - 2004/05,2001.9089,5,0.007627008017152548
199905-200405,1999/05 - 2004/05,2001.9089,6,0.005118020344525576
199905-200405,1999/05 - 2004/05,2001.9089,7,0.023382628336548805
199905-200405,1999/05 - 2004/05,2001.9089,8,0.0025296020321547985
199905-200405,1999/05 - 2004/05,2001.9089,9,-0.14891605079174042
199905-200405,1999/05 - 2004/05,2001.9089,10,0.007119604852050543
199905-200405,1999/05 - 2004/05,2001.9089,11,-0.021770335733890533
199905-200405,1999/05 - 2004/05,2001.9089,12,0.038709502667188644
199905-200405,1999/05 - 2004/05,2001.9089,13,0.028231661766767502
199905-200405,1999/05 - 2004/05,2001.9089,14,0.056504976004362106
199905-200405,1999/05 - 2004/05,2001.9089,15,0.051379524171352386
199905-200405,1999/05 - 2004/05,2001.9089,16,0.09695999324321747
199905-200405,1999/05 - 2004/05,2001.9089,17,0.08972702920436859
199905-200405,1999/05 - 2004/05,2001.9089,18,-0.02738780714571476
199905-200405,1999/05 - 2004/05,2001.9089,all,-0.00091882295
199906-200406,1999/06 - 2004/06,2001.9939,0,-0.07768265157938004
199906-200406,1999/06 - 2004/06,2001.9939,1,-0.03477204591035843
199906-200406,1999/06 - 2004/06,2001.9939,2,0.02476618066430092
199906-200406,1999/06 - 2004/06,2001.9939,3,-0.0010455404408276081
199906-200406,1999/06 - 2004/06,2001.9939,4,-0.0024343375116586685
199906-200406,1999/06 - 2004/06,2001.9939,5,0.007627008017152548
199906-200406,1999/06 - 2004/06,2001.9939,6,0.005118020344525576
199906-200406,1999/06 - 2004/06,2001.9939,7,0.023382628336548805
199906-200406,1999/06 - 2004/06,2001.9939,8,0.0025296020321547985
199906-200406,1999/06 - 2004/06,2001.9939,9,-0.14891605079174042
199906-200406,1999/06 - 2004/06,2001.9939,10,0.007119604852050543
199906-200406,1999/06 - 2004/06,2001.9939,11,-0.021770335733890533
199906-200406,1999/06 - 2004/06,2001.9939,12,0.038709502667188644
199906-200406,1999/06 - 2004/06,2001.9939,13,0.028231661766767502
199906-200406,1999/06 - 2004/06,2001.9939,14,0.056504976004362106
199906-200406,1999/06 - 2004/06,2001.9939,15,0.051379524171352386
199906-200406,1999/06 - 2004/06,2001.9939,16,0.09695999324321747
199906-200406,1999/06 - 2004/06,2001.9939,17,0.08972702920436859
199906-200406,1999/06 - 2004/06,2001.9939,18,-0.02738780714571476
199906-200406,1999/06 - 2004/06,2001.9939,all,-0.00091882295
199907-200407,1999/07 - 2004/07,2002.0759,0,-0.07768265157938004
199907-200407,1999/07 - 2004/07,2002.0759,1,-0.03477204591035843
199907-200407,1999/07 - 2004/07,2002.0759,2,0.02476618066430092
199907-200407,1999/07 - 2004/07,2002.0759,3,-0.0010455404408276081
199907-200407,1999/07 - 2004/07,2002.0759,4,-0.0024343375116586685
199907-200407,1999/07 - 2004/07,2002.0759,5,0.007627008017152548
199907-200407,1999/07 - 2004/07,2002.0759,6,0.005118020344525576
199907-200407,1999/07 - 2004/07,2002.0759,7,0.023382628336548805
199907-200407,1999/07 - 2004/07,2002.0759,8,0.0025296020321547985
199907-200407,1999/07 - 2004/07,2002.0759,9,-0.14891605079174042
199907-200407,1999/07 - 2004/07,2002.0759,10,0.007119604852050543
199907-200407,1999/07 - 2004/07,2002.0759,11,-0.021770335733890533
199907-200407,1999/07 - 2004/07,2002.0759,12,0.038709502667188644
199907-200407,1999/07 - 2004/07,2002.0759,13,0.028231661766767502
199907-200407,1999/07 - 2004/07,2002.0759,14,0.056504976004362106
199907-200407,1999/07 - 2004/07,2002.0759,15,0.051379524171352386
199907-200407,1999/07 - 2004/07,2002.0759,16,0.09695999324321747
199907-200407,1999/07 - 2004/07,2002.0759,17,0.08972702920436859
199907-200407,1999/07 - 2004/07,2002.0759,18,-0.02738780714571476
199907-200407,1999/07 - 2004/07,2002.0759,all,-0.00091882295
199908-200408,1999/08 - 2004/08,2002.1608,0,-0.12599347531795502
199908-200408,1999/08 - 2004/08,2002.1608,1,-0.04903610050678253
199908-200408,1999/08 - 2004/08,2002.1608,2,-0.0297250859439373
199908-200408,1999/08 - 2004/08,2002.1608,3,0.0009099101880565286
199908-200408,1999/08 - 2004/08,2002.1608,4,-0.0062270136550068855
199908-200408,1999/08 - 2004/08,2002.1608,5,0.010414309799671173
199908-200408,1999/08 - 2004/08,2002.1608,6,0.008881830610334873
199908-200408,1999/08 - 2004/08,2002.1608,7,0.024623919278383255
199908-200408,1999/08 - 2004/08,2002.1608,8,0.009346290491521358
199908-200408,1999/08 - 2004/08,2002.1608,9,-0.16153161227703094
199908-200408,1999/08 - 2004/08,2002.1608,10,0.011718643829226494
199908-200408,1999/08 - 2004/08,2002.1608,11,-0.00595207791775465
199908-200408,1999/08 - 2004/08,2002.1608,12,0.038373734802007675
199908-200408,1999/08 - 2004/08,2002.1608,13,0.0242528785020113
199908-200408,1999/08 - 2004/08,2002.1608,14,0.05441156402230263
199908-200408,1999/08 - 2004/08,2002.1608,15,0.11915279179811478
199908-200408,1999/08 - 2004/08,2002.1608,16,0.014743734151124954
199908-200408,1999/08 - 2004/08,2002.1608,17,0.06091776490211487
199908-200408,1999/08 - 2004/08,2002.1608,18,-0.020599156618118286
199908-200408,1999/08 - 2004/08,2002.1608,all,0.0003550418
199909-200409,1999/09 - 2004/09,2002.2456,0,-0.12599347531795502
199909-200409,1999/09 - 2004/09,2002.2456,1,-0.04903610050678253
199909-200409,1999/09 - 2004/09,2002.2456,2,-0.0297250859439373
199909-200409,1999/09 - 2004/09,2002.2456,3,0.0009099101880565286
199909-200409,1999/09 - 2004/09,2002.2456,4,-0.0062270136550068855
199909-200409,1999/09 - 2004/09,2002.2456,5,0.010414309799671173
199909-200409,1999/09 - 2004/09,2002.2456,6,0.008881830610334873
199909-200409,1999/09 - 2004/09,2002.2456,7,0.024623919278383255
199909-200409,1999/09 - 2004/09,2002.2456,8,0.009346290491521358
199909-200409,1999/09 - 2004/09,2002.2456,9,-0.16153161227703094
199909-200409,1999/09 - 2004/09,2002.2456,10,0.011718643829226494
199909-200409,1999/09 - 2004/09,2002.2456,11,-0.00595207791775465
199909-200409,1999/09 - 2004/09,2002.2456,12,0.038373734802007675
199909-200409,1999/09 - 2004/09,2002.2456,13,0.0242528785020113
199909-200409,1999/09 - 2004/09,2002.2456,14,0.05441156402230263
199909-200409,1999/09 - 2004/09,2002.2456,15,0.11915279179811478
199909-200409,1999/09 - 2004/09,2002.2456,16,0.014743734151124954
199909-200409,1999/09 - 2004/09,2002.2456,17,0.06091776490211487
199909-200409,1999/09 - 2004/09,2002.2456,18,-0.020599156618118286
199909-200409,1999/09 - 2004/09,2002.2456,all,0.0003550418
199910-200410,1999/10 - 2004/10,2002.3276,0,-0.12599347531795502
199910-200410,1999/10 - 2004/10,2002.3276,1,-0.04903610050678253
199910-200410,1999/10 - 2004/10,2002.3276,2,-0.0297250859439373
199910-200410,1999/10 - 2004/10,2002.3276,3,0.0009099101880565286
199910-200410,1999/10 - 2004/10,2002.3276,4,-0.0062270136550068855
199910-200410,1999/10 - 2004/10,2002.3276,5,0.010414309799671173
199910-200410,1999/10 - 2004/10,2002.3276,6,0.008881830610334873
199910-200410,1999/10 - 2004/10,2002.3276,7,0.024623919278383255
199910-200410,1999/10 - 2004/10,2002.3276,8,0.009346290491521358
199910-200410,1999/10 - 2004/10,2002.3276,9,-0.16153161227703094
199910-200410,1999/10 - 2004/10,2002.3276,10,0.011718643829226494
199910-200410,1999/10 - 2004/10,2002.3276,11,-0.00595207791775465
199910-200410,1999/10 - 2004/10,2002.3276,12,0.038373734802007675
199910-200410,1999/10 - 2004/10,2002.3276,13,0.0242528785020113
199910-200410,1999/10 - 2004/10,2002.3276,14,0.05441156402230263
199910-200410,1999/10 - 2004/10,2002.3276,15,0.11915279179811478
199910-200410,1999/10 - 2004/10,2002.3276,16,0.014743734151124954
199910-200410,1999/10 - 2004/10,2002.3276,17,0.06091776490211487
199910-200410,1999/10 - 2004/10,2002.3276,18,-0.020599156618118286
199910-200410,1999/10 - 2004/10,2002.3276,all,0.0003550418
199911-200411,1999/11 - 2004/11,2002.4125,0,-0.12599347531795502
199911-200411,1999/11 - 2004/11,2002.4125,1,-0.04903610050678253
199911-200411,1999/11 - 2004/11,2002.4125,2,-0.0297250859439373
199911-200411,1999/11 - 2004/11,2002.4125,3,0.0009099101880565286
199911-200411,1999/11 - 2004/11,2002.4125,4,-0.0062270136550068855
199911-200411,1999/11 - 2004/11,2002.4125,5,0.010414309799671173
199911-200411,1999/11 - 2004/11,2002.4125,6,0.008881830610334873
199911-200411,1999/11 - 2004/11,2002.4125,7,0.024623919278383255
199911-200411,1999/11 - 2004/11,2002.4125,8,0.009346290491521358
199911-200411,1999/11 - 2004/11,2002.4125,9,-0.16153161227703094
199911-200411,1999/11 - 2004/11,2002.4125,10,0.011718643829226494
199911-200411,1999/11 - 2004/11,2002.4125,11,-0.00595207791775465
199911-200411,1999/11 - 2004/11,2002.4125,12,0.038373734802007675
199911-200411,1999/11 - 2004/11,2002.4125,13,0.0242528785020113
199911-200411,1999/11 - 2004/11,2002.4125,14,0.05441156402230263
199911-200411,1999/11 - 2004/11,2002.4125,15,0.11915279179811478
199911-200411,1999/11 - 2004/11,2002.4125,16,0.014743734151124954
199911-200411,1999/11 - 2004/11,2002.4125,17,0.06091776490211487
199911-200411,1999/11 - 2004/11,2002.4125,18,-0.020599156618118286
199911-200411,1999/11 - 2004/11,2002.4125,all,0.0003550418
199912-200412,1999/12 - 2004/12,2002.4945,0,-0.14907559752464294
199912-200412,1999/12 - 2004/12,2002.4945,1,-0.05041683465242386
199912-200412,1999/12 - 2004/12,2002.4945,2,-0.03695262596011162
199912-200412,1999/12 - 2004/12,2002.4945,3,0.0012007764307782054
199912-200412,1999/12 - 2004/12,2002.4945,4,-0.008882875554263592
199912-200412,1999/12 - 2004/12,2002.4945,5,0.008008001372218132
199912-200412,1999/12 - 2004/12,2002.4945,6,0.005476552527397871
199912-200412,1999/12 - 2004/12,2002.4945,7,0.018540453165769577
199912-200412,1999/12 - 2004/12,2002.4945,8,0.008310542441904545
199912-200412,1999/12 - 2004/12,2002.4945,9,-0.15916511416435242
199912-200412,1999/12 - 2004/12,2002.4945,10,0.005235683172941208
199912-200412,1999/12 - 2004/12,2002.4945,11,0.0011547645553946495
199912-200412,1999/12 - 2004/12,2002.4945,12,0.032693445682525635
199912-200412,1999/12 - 2004/12,2002.4945,13,0.014675313606858253
199912-200412,1999/12 - 2004/12,2002.4945,14,0.05527336895465851
199912-200412,1999/12 - 2004/12,2002.4945,15,0.07588759064674377
199912-200412,1999/12 - 2004/12,2002.4945,16,0.021627865731716156
199912-200412,1999/12 - 2004/12,2002.4945,17,0.034524861723184586
199912-200412,1999/12 - 2004/12,2002.4945,18,-0.020924558863043785
199912-200412,1999/12 - 2004/12,2002.4945,all,-0.0019142301
200001-200501,2000/01 - 2005/01,2002.5793,0,-0.16982655227184296
200001-200501,2000/01 - 2005/01,2002.5793,1,-0.07551096379756927
200001-200501,2000/01 - 2005/01,2002.5793,2,-0.06460890918970108
200001-200501,2000/01 - 2005/01,2002.5793,3,0.0008984065498225391
200001-200501,2000/01 - 2005/01,2002.5793,4,-0.014489646069705486
200001-200501,2000/01 - 2005/01,2002.5793,5,0.005335647147148848
200001-200501,2000/01 - 2005/01,2002.5793,6,0.001691980753093958
200001-200501,2000/01 - 2005/01,2002.5793,7,0.016598444432020187
200001-200501,2000/01 - 2005/01,2002.5793,8,0.012752656824886799
200001-200501,2000/01 - 2005/01,2002.5793,9,-0.17103730142116547
200001-200501,2000/01 - 2005/01,2002.5793,10,-0.004437936004251242
200001-200501,2000/01 - 2005/01,2002.5793,11,-0.0052928500808775425
200001-200501,2000/01 - 2005/01,2002.5793,12,0.021279310807585716
200001-200501,2000/01 - 2005/01,2002.5793,13,0.006867833901196718
200001-200501,2000/01 - 2005/01,2002.5793,14,0.05188741534948349
200001-200501,2000/01 - 2005/01,2002.5793,15,0.0351785309612751
200001-200501,2000/01 - 2005/01,2002.5793,16,-0.04748843237757683
200001-200501,2000/01 - 2005/01,2002.5793,17,-0.023621387779712677
200001-200501,2000/01 - 2005/01,2002.5793,18,-0.019561918452382088
200001-200501,2000/01 - 2005/01,2002.5793,all,-0.0059417346
200002-200502,2000/02 - 2005/02,2002.6602,0,-0.16982655227184296
200002-200502,2000/02 - 2005/02,2002.6602,1,-0.07551096379756927
200002-200502,2000/02 - 2005/02,2002.6602,2,-0.06460890918970108
200002-200502,2000/02 - 2005/02,2002.6602,3,0.0008984065498225391
200002-200502,2000/02 - 2005/02,2002.6602,4,-0.014489646069705486
200002-200502,2000/02 - 2005/02,2002.6602,5,0.005335647147148848
200002-200502,2000/02 - 2005/02,2002.6602,6,0.001691980753093958
200002-200502,2000/02 - 2005/02,2002.6602,7,0.016598444432020187
200002-200502,2000/02 - 2005/02,2002.6602,8,0.012752656824886799
200002-200502,2000/02 - 2005/02,2002.6602,9,-0.17103730142116547
