code,period,midpoint,basin,SEC
200602-201102,2006/02 - 2011/02,2008.6589,all,-0.0017743042
200603-201103,2006/03 - 2011/03,2008.7411,0,-0.18301403522491455
200603-201103,2006/03 - 2011/03,2008.7411,1,0.0524509996175766
200603-201103,2006/03 - 2011/03,2008.7411,2,-0.15830914676189423
200603-201103,2006/03 - 2011/03,2008.7411,3,0.0001454375742468983
200603-201103,2006/03 - 2011/03,2008.7411,4,-0.017633480951189995
200603-201103,2006/03 - 2011/03,2008.7411,5,0.005977034103125334
200603-201103,2006/03 - 2011/03,2008.7411,6,-0.0015671666478738189
200603-201103,2006/03 - 2011/03,2008.7411,7,0.032594215124845505
200603-201103,2006/03 - 2011/03,2008.7411,8,0.026458309963345528
200603-201103,2006/03 - 2011/03,2008.7411,9,-0.19622153043746948
200603-201103,2006/03 - 2011/03,2008.7411,10,0.0033816543873399496
200603-201103,2006/03 - 2011/03,2008.7411,11,0.03826673701405525
200603-201103,2006/03 - 2011/03,2008.7411,12,0.00662563880905509
200603-201103,2006/03 - 2011/03,2008.7411,13,0.0675930455327034
200603-201103,2006/03 - 2011/03,2008.7411,14,0.06135767698287964
200603-201103,2006/03 - 2011/03,2008.7411,15,-0.05073729529976845
200603-201103,2006/03 - 2011/03,2008.7411,16,-0.18186835944652557
200603-201103,2006/03 - 2011/03,2008.7411,17,-0.054019633680582047
200603-201103,2006/03 - 2011/03,2008.7411,18,-0.008077360689640045
200603-201103,2006/03 - 2011/03,2008.7411,all,-0.0017743042
200604-201104,2006/04 - 2011/04,2008.826,0,-0.18301403522491455
200604-201104,2006/04 - 2011/04,2008.826,1,0.0524509996175766
200604-201104,2006/04 - 2011/04,2008.826,2,-0.15830914676189423
200604-201104,2006/04 - 2011/04,2008.826,3,0.0001454375742468983
200604-201104,2006/04 - 2011/04,2008.826,4,-0.017633480951189995
200604-201104,2006/04 - 2011/04,2008.826,5,0.005977034103125334
200604-201104,2006/04 - 2011/04,2008.826,6,-0.0015671666478738189
200604-201104,2006/04 - 2011/04,2008.826,7,0.032594215124845505
200604-201104,2006/04 - 2011/04,2008.826,8,0.026458309963345528
200604-201104,2006/04 - 2011/04,2008.826,9,-0.19622153043746948
200604-201104,2006/04 - 2011/04,2008.826,10,0.0033816543873399496
200604-201104,2006/04 - 2011/04,2008.826,11,0.03826673701405525
200604-201104,2006/04 - 2011/04,2008.826,12,0.00662563880905509
200604-201104,2006/04 - 2011/04,2008.826,13,0.0675930455327034
200604-201104,2006/04 - 2011/04,2008.826,14,0.06135767698287964
200604-201104,2006/04 - 2011/04,2008.826,15,-0.05073729529976845
200604-201104,2006/04 - 2011/04,2008.826,16,-0.18186835944652557
200604-201104,2006/04 - 2011/04,2008.826,17,-0.054019633680582047
200604-201104,2006/04 - 2011/04,2008.826,18,-0.008077360689640045
200604-201104,2006/04 - 2011/04,2008.826,all,-0.0017743042
200605-201105,2006/05 - 2011/05,2008.9082,0,-0.18301403522491455
200605-201105,2006/05 - 2011/05,2008.9082,1,0.0524509996175766
200605-201105,2006/05 - 2011/05,2008.9082,2,-0.15830914676189423
200605-201105,2006/05 - 2011/05,2008.9082,3,0.0001454375742468983
200605-201105,2006/05 - 2011/05,2008.9082,4,-0.017633480951189995
200605-201105,2006/05 - 2011/05,2008.9082,5,0.005977034103125334
200605-201105,2006/05 - 2011/05,2008.9082,6,-0.0015671666478738189
200605-201105,2006/05 - 2011/05,2008.9082,7,0.032594215124845505
200605-201105,2006/05 - 2011/05,2008.9082,8,0.026458309963345528
200605-201105,2006/05 - 2011/05,2008.9082,9,-0.19622153043746948
200605-201105,2006/05 - 2011/05,2008.9082,10,0.0033816543873399496
200605-201105,2006/05 - 2011/05,2008.9082,11,0.03826673701405525
200605-201105,2006/05 - 2011/05,2008.9082,12,0.00662563880905509
200605-201105,2006/05 - 2011/05,2008.9082,13,0.0675930455327034
200605-201105,2006/05 - 2011/05,2008.9082,14,0.06135767698287964
200605-201105,2006/05 - 2011/05,2008.9082,15,-0.05073729529976845
200605-201105,2006/05 - 2011/05,2008.9082,16,-0.18186835944652557
200605-201105,2006/05 - 2011/05,2008.9082,17,-0.054019633680582047
200605-201105,2006/05 - 2011/05,2008.9082,18,-0.008077360689640045
200605-201105,2006/05 - 2011/05,2008.9082,all,-0.0017743042
200606-201106,2006/06 - 2011/06,2008.9932,0,-0.18301403522491455
200606-201106,2006/06 - 2011/06,2008.9932,1,0.0524509996175766
200606-201106,2006/06 - 2011/06,2008.9932,2,-0.15830914676189423
200606-201106,2006/06 - 2011/06,2008.9932,3,0.0001454375742468983
200606-201106,2006/06 - 2011/06,2008.9932,4,-0.017633480951189995
200606-201106,2006/06 - 2011/06,2008.9932,5,0.005977034103125334
200606-201106,2006/06 - 2011/06,2008.9932,6,-0.0015671666478738189
200606-201106,2006/06 - 2011/06,2008.9932,7,0.032594215124845505
200606-201106,2006/06 - 2011/06,2008.9932,8,0.026458309963345528
200606-201106,2006/06 - 2011/06,2008.9932,9,-0.19622153043746948
200606-201106,2006/06 - 2011/06,2008.9932,10,0.0033816543873399496
200606-201106,2006/06 - 2011/06,2008.9932,11,0.03826673701405525
200606-201106,2006/06 - 2011/06,2008.9932,12,0.00662563880905509
200606-201106,2006/06 - 2011/06,2008.9932,13,0.0675930455327034
200606-201106,2006/06 - 2011/06,2008.9932,14,0.06135767698287964
200606-201106,2006/06 - 2011/06,2008.9932,15,-0.05073729529976845
200606-201106,2006/06 - 2011/06,2008.9932,16,-0.18186835944652557
200606-201106,2006/06 - 2011/06,2008.9932,17,-0.054019633680582047
200606-201106,2006/06 - 2011/06,2008.9932,18,-0.008077360689640045
200606-201106,2006/06 - 2011/06,2008.9932,all,-0.0017743042
200607-201107,2006/07 - 2011/07,2009.0753,0,-0.21715548634529114
200607-201107,2006/07 - 2011/07,2009.0753,1,0.06653307378292084
200607-201107,2006/07 - 2011/07,2009.0753,2,-0.1595688909292221
200607-201107,2006/07 - 2011/07,2009.0753,3,0.0035973808262497187
200607-201107,2006/07 - 2011/07,2009.0753,4,-0.011974811553955078
200607-201107,2006/07 - 2011/07,2009.0753,5,0.012924722395837307
200607-201107,2006/07 - 2011/07,2009.0753,6,0.0033426054287701845
200607-201107,2006/07 - 2011/07,2009.0753,7,0.03616178780794144
200607-201107,2006/07 - 2011/07,2009.0753,8,0.025134073570370674
200607-201107,2006/07 - 2011/07,2009.0753,9,-0.19425180554389954
200607-201107,2006/07 - 2011/07,2009.0753,10,-0.002311339369043708
200607-201107,2006/07 - 2011/07,2009.0753,11,0.04658878222107887
200607-201107,2006/07 - 2011/07,2009.0753,12,0.015678752213716507
200607-201107,2006/07 - 2011/07,2009.0753,13,0.06726281344890594
200607-201107,2006/07 - 2011/07,2009.0753,14,0.06654377281665802
200607-201107,2006/07 - 2011/07,2009.0753,15,-0.04159834235906601
200607-201107,2006/07 - 2011/07,2009.0753,16,-0.2511575222015381
200607-201107,2006/07 - 2011/07,2009.0753,17,-0.044758472591638565
200607-201107,2006/07 - 2011/07,2009.0753,18,-0.0031277749221771955
200607-201107,2006/07 - 2011/07,2009.0753,all,0.0017017185
200608-201108,2006/08 - 2011/08,2009.1603,0,-0.21715548634529114
200608-201108,2006/08 - 2011/08,2009.1603,1,0.06653307378292084
200608-201108,2006/08 - 2011/08,2009.1603,2,-0.1595688909292221
200608-201108,2006/08 - 2011/08,2009.1603,3,0.0035973808262497187
200608-201108,2006/08 - 2011/08,2009.1603,4,-0.011974811553955078
200608-201108,2006/08 - 2011/08,2009.1603,5,0.012924722395837307
200608-201108,2006/08 - 2011/08,2009.1603,6,0.0033426054287701845
200608-201108,2006/08 - 2011/08,2009.1603,7,0.03616178780794144
200608-201108,2006/08 - 2011/08,2009.1603,8,0.025134073570370674
200608-201108,2006/08 - 2011/08,2009.1603,9,-0.19425180554389954
200608-201108,2006/08 - 2011/08,2009.1603,10,-0.002311339369043708
200608-201108,2006/08 - 2011/08,2009.1603,11,0.04658878222107887
200608-201108,2006/08 - 2011/08,2009.1603,12,0.015678752213716507
200608-201108,2006/08 - 2011/08,2009.1603,13,0.06726281344890594
200608-201108,2006/08 - 2011/08,2009.1603,14,0.06654377281665802
200608-201108,2006/08 - 2011/08,2009.1603,15,-0.04159834235906601
200608-201108,2006/08 - 2011/08,2009.1603,16,-0.2511575222015381
200608-201108,2006/08 - 2011/08,2009.1603,17,-0.044758472591638565
200608-201108,2006/08 - 2011/08,2009.1603,18,-0.0031277749221771955
200608-201108,2006/08 - 2011/08,2009.1603,all,0.0017017185
200609-201109,2006/09 - 2011/09,2009.2452,0,-0.21715548634529114
200609-201109,2006/09 - 2011/09,2009.2452,1,0.06653307378292084
200609-201109,2006/09 - 2011/09,2009.2452,2,-0.1595688909292221
200609-201109,2006/09 - 2011/09,2009.2452,3,0.0035973808262497187
200609-201109,2006/09 - 2011/09,2009.2452,4,-0.011974811553955078
200609-201109,2006/09 - 2011/09,2009.2452,5,0.012924722395837307
200609-201109,2006/09 - 2011/09,2009.2452,6,0.0033426054287701845
200609-201109,2006/09 - 2011/09,2009.2452,7,0.03616178780794144
200609-201109,2006/09 - 2011/09,2009.2452,8,0.025134073570370674
200609-201109,2006/09 - 2011/09,2009.2452,9,-0.19425180554389954
200609-201109,2006/09 - 2011/09,2009.2452,10,-0.002311339369043708
200609-201109,2006/09 - 2011/09,2009.2452,11,0.04658878222107887
200609-201109,2006/09 - 2011/09,2009.2452,12,0.015678752213716507
200609-201109,2006/09 - 2011/09,2009.2452,13,0.06726281344890594
200609-201109,2006/09 - 2011/09,2009.2452,14,0.06654377281665802
200609-201109,2006/09 - 2011/09,2009.2452,15,-0.04159834235906601
200609-201109,2006/09 - 2011/09,2009.2452,16,-0.2511575222015381
200609-201109,2006/09 - 2011/09,2009.2452,17,-0.044758472591638565
200609-201109,2006/09 - 2011/09,2009.2452,18,-0.0031277749221771955
200609-201109,2006/09 - 2011/09,2009.2452,all,0.0017017185
200610-201110,2006/10 - 2011/10,2009.3274,0,-0.21715548634529114
200610-201110,2006/10 - 2011/10,2009.3274,1,0.06653307378292084
200610-201110,2006/10 - 2011/10,2009.3274,2,-0.1595688909292221
200610-201110,2006/10 - 2011/10,2009.3274,3,0.0035973808262497187
200610-201110,2006/10 - 2011/10,2009.3274,4,-0.011974811553955078
200610-201110,2006/10 - 2011/10,2009.3274,5,0.012924722395837307
200610-201110,2006/10 - 2011/10,2009.3274,6,0.0033426054287701845
200610-201110,2006/10 - 2011/10,2009.3274,7,0.03616178780794144
200610-201110,2006/10 - 2011/10,2009.3274,8,0.025134073570370674
200610-201110,2006/10 - 2011/10,2009.3274,9,-0.19425180554389954
200610-201110,2006/10 - 2011/10,2009.3274,10,-0.002311339369043708
200610-201110,2006/10 - 2011/10,2009.3274,11,0.04658878222107887
200610-201110,2006/10 - 2011/10,2009.3274,12,0.015678752213716507
200610-201110,2006/10 - 2011/10,2009.3274,13,0.06726281344890594
200610-201110,2006/10 - 2011/10,2009.3274,14,0.06654377281665802
200610-201110,2006/10 - 2011/10,2009.3274,15,-0.04159834235906601
200610-201110,2006/10 - 2011/10,2009.3274,16,-0.2511575222015381
200610-201110,2006/10 - 2011/10,2009.3274,17,-0.044758472591638565
200610-201110,2006/10 - 2011/10,2009.3274,18,-0.0031277749221771955
200610-201110,2006/10 - 2011/10,2009.3274,all,0.0017017185
200611-201111,2006/11 - 2011/11,2009.4124,0,-0.2145443558692932
200611-201111,2006/11 - 2011/11,2009.4124,1,0.06676477938890457
200611-201111,2006/11 - 2011/11,2009.4124,2,-0.16601769626140594
200611-201111,2006/11 - 2011/11,2009.4124,3,0.0035021703224629164
200611-201111,2006/11 - 2011/11,2009.4124,4,-0.008722001686692238
200611-201111,2006/11 - 2011/11,2009.4124,5,0.013380986638367176
200611-201111,2006/11 - 2011/11,2009.4124,6,0.004421365913003683
200611-201111,2006/11 - 2011/11,2009.4124,7,0.03303595632314682
200611-201111,2006/11 - 2011/11,2009.4124,8,0.022744854912161827
200611-201111,2006/11 - 2011/11,2009.4124,9,-0.1968432366847992
200611-201111,2006/11 - 2011/11,2009.4124,10,-0.0002683639177121222
200611-201111,2006/11 - 2011/11,2009.4124,11,0.047986771911382675
200611-201111,2006/11 - 2011/11,2009.4124,12,0.017193932086229324
200611-201111,2006/11 - 2011/11,2009.4124,13,0.06513369083404541
200611-201111,2006/11 - 2011/11,2009.4124,14,0.07079928368330002
200611-201111,2006/11 - 2011/11,2009.4124,15,-0.011198053136467934
200611-201111,2006/11 - 2011/11,2009.4124,16,-0.2112179398536682
200611-201111,2006/11 - 2011/11,2009.4124,17,-0.004711786285042763
200611-201111,2006/11 - 2011/11,2009.4124,18,-0.0037770899944007397
200611-201111,2006/11 - 2011/11,2009.4124,all,0.0022489019
200612-201112,2006/12 - 2011/12,2009.4945,0,-0.2145443558692932
200612-201112,2006/12 - 2011/12,2009.4945,1,0.06676477938890457
200612-201112,2006/12 - 2011/12,2009.4945,2,-0.16601769626140594
200612-201112,2006/12 - 2011/12,2009.4945,3,0.0035021703224629164
200612-201112,2006/12 - 2011/12,2009.4945,4,-0.008722001686692238
200612-201112,2006/12 - 2011/12,2009.4945,5,0.013380986638367176
200612-201112,2006/12 - 2011/12,2009.4945,6,0.004421365913003683
200612-201112,2006/12 - 2011/12,2009.4945,7,0.03303595632314682
200612-201112,2006/12 - 2011/12,2009.4945,8,0.022744854912161827
200612-201112,2006/12 - 2011/12,2009.4945,9,-0.1968432366847992
200612-201112,2006/12 - 2011/12,2009.4945,10,-0.0002683639177121222
200612-201112,2006/12 - 2011/12,2009.4945,11,0.047986771911382675
200612-201112,2006/12 - 2011/12,2009.4945,12,0.017193932086229324
200612-201112,2006/12 - 2011/12,2009.4945,13,0.06513369083404541
200612-201112,2006/12 - 2011/12,2009.4945,14,0.07079928368330002
200612-201112,2006/12 - 2011/12,2009.4945,15,-0.011198053136467934
200612-201112,2006/12 - 2011/12,2009.4945,16,-0.2112179398536682
200612-201112,2006/12 - 2011/12,2009.4945,17,-0.004711786285042763
200612-201112,2006/12 - 2011/12,2009.4945,18,-0.0037770899944007397
200612-201112,2006/12 - 2011/12,2009.4945,all,0.0022489019
200701-201201,2007/01 - 2012/01,2009.5793,0,-0.2145443558692932
200701-201201,2007/01 - 2012/01,2009.5793,1,0.06676477938890457
200701-201201,2007/01 - 2012/01,2009.5793,2,-0.16601769626140594
200701-201201,2007/01 - 2012/01,2009.5793,3,0.0035021703224629164
200701-201201,2007/01 - 2012/01,2009.5793,4,-0.008722001686692238
200701-201201,2007/01 - 2012/01,2009.5793,5,0.013380986638367176
200701-201201,2007/01 - 2012/01,2009.5793,6,0.004421365913003683
200701-201201,2007/01 - 2012/01,2009.5793,7,0.03303595632314682
200701-201201,2007/01 - 2012/01,2009.5793,8,0.022744854912161827
200701-201201,2007/01 - 2012/01,2009.5793,9,-0.1968432366847992
200701-201201,2007/01 - 2012/01,2009.5793,10,-0.0002683639177121222
200701-201201,2007/01 - 2012/01,2009.5793,11,0.047986771911382675
200701-201201,2007/01 - 2012/01,2009.5793,12,0.017193932086229324
200701-201201,2007/01 - 2012/01,2009.5793,13,0.06513369083404541
200701-201201,2007/01 - 2012/01,2009.5793,14,0.07079928368330002
200701-201201,2007/01 - 2012/01,2009.5793,15,-0.011198053136467934
200701-201201,2007/01 - 2012/01,2009.5793,16,-0.2112179398536682
200701-201201,2007/01 - 2012/01,2009.5793,17,-0.004711786285042763
200701-201201,2007/01 - 2012/01,2009.5793,18,-0.0037770899944007397
200701-201201,2007/01 - 2012/01,2009.5793,all,0.0022489019
200702-201202,2007/02 - 2012/02,2009.6587,0,-0.2145443558692932
200702-201202,2007/02 - 2012/02,2009.6587,1,0.06676477938890457
200702-201202,2007/02 - 2012/02,2009.6587,2,-0.16601769626140594
200702-201202,2007/02 - 2012/02,2009.6587,3,0.0035021703224629164
200702-201202,2007/02 - 2012/02,2009.6587,4,-0.008722001686692238
200702-201202,2007/02 - 2012/02,2009.6587,5,0.013380986638367176
200702-201202,2007/02 - 2012/02,2009.6587,6,0.004421365913003683
200702-201202,2007/02 - 2012/02,2009.6587,7,0.03303595632314682
200702-201202,2007/02 - 2012/02,2009.6587,8,0.022744854912161827
200702-201202,2007/02 - 2012/02,2009.6587,9,-0.1968432366847992
200702-201202,2007/02 - 2012/02,2009.6587,10,-0.0002683639177121222
200702-201202,2007/02 - 2012/02,2009.6587,11,0.047986771911382675
200702-201202,2007/02 - 2012/02,2009.6587,12,0.017193932086229324
200702-201202,2007/02 - 2012/02,2009.6587,13,0.06513369083404541
200702-201202,2007/02 - 2012/02,2009.6587,14,0.07079928368330002
200702-201202,2007/02 - 2012/02,2009.6587,15,-0.011198053136467934
200702-201202,2007/02 - 2012/02,2009.6587,16,-0.2112179398536682
200702-201202,2007/02 - 2012/02,2009.6587,17,-0.004711786285042763
200702-201202,2007/02 - 2012/02,2009.6587,18,-0.0037770899944007397
200702-201202,2007/02 - 2012/02,2009.6587,all,0.0022489019
200703-201203,2007/03 - 2012/03,2009.7422,0,-0.2145443558692932
200703-201203,2007/03 - 2012/03,2009.7422,1,0.06676477938890457
200703-201203,2007/03 - 2012/03,2009.7422,2,-0.16601769626140594
200703-201203,2007/03 - 2012/03,2009.7422,3,0.0035021703224629164
200703-201203,2007/03 - 2012/03,2009.7422,4,-0.008722001686692238
200703-201203,2007/03 - 2012/03,2009.7422,5,0.013380986638367176
200703-201203,2007/03 - 2012/03,2009.7422,6,0.004421365913003683
200703-201203,2007/03 - 2012/03,2009.7422,7,0.03303595632314682
200703-201203,2007/03 - 2012/03,2009.7422,8,0.022744854912161827
200703-201203,2007/03 - 2012/03,2009.7422,9,-0.1968432366847992
200703-201203,2007/03 - 2012/03,2009.7422,10,-0.0002683639177121222
200703-201203,2007/03 - 2012/03,2009.7422,11,0.047986771911382675
200703-201203,2007/03 - 2012/03,2009.7422,12,0.017193932086229324
200703-201203,2007/03 - 2012/03,2009.7422,13,0.06513369083404541
200703-201203,2007/03 - 2012/03,2009.7422,14,0.07079928368330002
200703-201203,2007/03 - 2012/03,2009.7422,15,-0.011198053136467934
200703-201203,2007/03 - 2012/03,2009.7422,16,-0.2112179398536682
200703-201203,2007/03 - 2012/03,2009.7422,17,-0.004711786285042763
200703-201203,2007/03 - 2012/03,2009.7422,18,-0.0037770899944007397
200703-201203,2007/03 - 2012/03,2009.7422,all,0.0022489019
200704-201204,2007/04 - 2012/04,2009.8269,0,-0.21648837625980377
200704-201204,2007/04 - 2012/04,2009.8269,1,0.04570993408560753
200704-201204,2007/04 - 2012/04,2009.8269,2,-0.176212877035141
200704-201204,2007/04 - 2012/04,2009.8269,3,0.004951894748955965
200704-201204,2007/04 - 2012/04,2009.8269,4,-0.002662160899490118
200704-201204,2007/04 - 2012/04,2009.8269,5,0.012257164344191551
200704-201204,2007/04 - 2012/04,2009.8269,6,0.005994284059852362
200704-201204,2007/04 - 2012/04,2009.8269,7,0.02666660025715828
200704-201204,2007/04 - 2012/04,2009.8269,8,0.023450782522559166
200704-201204,2007/04 - 2012/04,2009.8269,9,-0.19891725480556488
200704-201204,2007/04 - 2012/04,2009.8269,10,-0.005104537587612867
200704-201204,2007/04 - 2012/04,2009.8269,11,0.05074291676282883
200704-201204,2007/04 - 2012/04,2009.8269,12,0.021245168522000313
200704-201204,2007/04 - 2012/04,2009.8269,13,0.05366186052560806
200704-201204,2007/04 - 2012/04,2009.8269,14,0.06711945682764053
200704-201204,2007/04 - 2012/04,2009.8269,15,0.004196660127490759
200704-201204,2007/04 - 2012/04,2009.8269,16,-0.16514325141906738
200704-201204,2007/04 - 2012/04,2009.8269,17,0.033136095851659775
200704-201204,2007/04 - 2012/04,2009.8269,18,-0.010998895391821861
200704-201204,2007/04 - 2012/04,2009.8269,all,0.0024847123
200705-201205,2007/05 - 2012/05,2009.9089,0,-0.21648837625980377
200705-201205,2007/05 - 2012/05,2009.9089,1,0.04570993408560753
200705-201205,2007/05 - 2012/05,2009.9089,2,-0.176212877035141
200705-201205,2007/05 - 2012/05,2009.9089,3,0.004951894748955965
200705-201205,2007/05 - 2012/05,2009.9089,4,-0.002662160899490118
200705-201205,2007/05 - 2012/05,2009.9089,5,0.012257164344191551
200705-201205,2007/05 - 2012/05,2009.9089,6,0.005994284059852362
200705-201205,2007/05 - 2012/05,2009.9089,7,0.02666660025715828
200705-201205,2007/05 - 2012/05,2009.9089,8,0.023450782522559166
200705-201205,2007/05 - 2012/05,2009.9089,9,-0.19891725480556488
200705-201205,2007/05 - 2012/05,2009.9089,10,-0.005104537587612867
200705-201205,2007/05 - 2012/05,2009.9089,11,0.05074291676282883
200705-201205,2007/05 - 2012/05,2009.9089,12,0.021245168522000313
200705-201205,2007/05 - 2012/05,2009.9089,13,0.05366186052560806
200705-201205,2007/05 - 2012/05,2009.9089,14,0.06711945682764053
200705-201205,2007/05 - 2012/05,2009.9089,15,0.004196660127490759
200705-201205,2007/05 - 2012/05,2009.9089,16,-0.16514325141906738
200705-201205,2007/05 - 2012/05,2009.9089,17,0.033136095851659775
200705-201205,2007/05 - 2012/05,2009.9089,18,-0.010998895391821861
200705-201205,2007/05 - 2012/05,2009.9089,all,0.0024847123
200706-201206,2007/06 - 2012/06,2009.9939,0,-0.21648837625980377
200706-201206,2007/06 - 2012/06,2009.9939,1,0.04570993408560753
200706-201206,2007/06 - 2012/06,2009.9939,2,-0.176212877035141
200706-201206,2007/06 - 2012/06,2009.9939,3,0.004951894748955965
200706-201206,2007/06 - 2012/06,2009.9939,4,-0.002662160899490118
200706-201206,2007/06 - 2012/06,2009.9939,5,0.012257164344191551
200706-201206,2007/06 - 2012/06,2009.9939,6,0.005994284059852362
200706-201206,2007/06 - 2012/06,2009.9939,7,0.02666660025715828
200706-201206,2007/06 - 2012/06,2009.9939,8,0.023450782522559166
200706-201206,2007/06 - 2012/06,2009.9939,9,-0.19891725480556488
200706-201206,2007/06 - 2012/06,2009.9939,10,-0.005104537587612867
200706-201206,2007/06 - 2012/06,2009.9939,11,0.05074291676282883
200706-201206,2007/06 - 2012/06,2009.9939,12,0.021245168522000313
200706-201206,2007/06 - 2012/06,2009.9939,13,0.05366186052560806
200706-201206,2007/06 - 2012/06,2009.9939,14,0.06711945682764053
200706-201206,2007/06 - 2012/06,2009.9939,15,0.004196660127490759
200706-201206,2007/06 - 2012/06,2009.9939,16,-0.16514325141906738
200706-201206,2007/06 - 2012/06,2009.9939,17,0.033136095851659775
200706-201206,2007/06 - 2012/06,2009.9939,18,-0.010998895391821861
200706-201206,2007/06 - 2012/06,2009.9939,all,0.0024847123
200707-201207,2007/07 - 2012/07,2010.0759,0,-0.21648837625980377
200707-201207,2007/07 - 2012/07,2010.0759,1,0.04570993408560753
200707-201207,2007/07 - 2012/07,2010.0759,2,-0.176212877035141
200707-201207,2007/07 - 2012/07,2010.0759,3,0.004951894748955965
200707-201207,2007/07 - 2012/07,2010.0759,4,-0.002662160899490118
200707-201207,2007/07 - 2012/07,2010.0759,5,0.012257164344191551
200707-201207,2007/07 - 2012/07,2010.0759,6,0.005994284059852362
200707-201207,2007/07 - 2012/07,2010.0759,7,0.02666660025715828
200707-201207,2007/07 - 2012/07,2010.0759,8,0.023450782522559166
200707-201207,2007/07 - 2012/07,2010.0759,9,-0.19891725480556488
200707-201207,2007/07 - 2012/07,2010.0759,10,-0.005104537587612867
200707-201207,2007/07 - 2012/07,2010.0759,11,0.05074291676282883
200707-201207,2007/07 - 2012/07,2010.0759,12,0.021245168522000313
200707-201207,2007/07 - 2012/07,2010.0759,13,0.05366186052560806
200707-201207,2007/07 - 2012/07,2010.0759,14,0.06711945682764053
200707-201207,2007/07 - 2012/07,2010.0759,15,0.004196660127490759
200707-201207,2007/07 - 2012/07,2010.0759,16,-0.16514325141906738
200707-201207,2007/07 - 2012/07,2010.0759,17,0.033136095851659775
200707-201207,2007/07 - 2012/07,2010.0759,18,-0.010998895391821861
200707-201207,2007/07 - 2012/07,2010.0759,all,0.0024847123
200708-201208,2007/08 - 2012/08,2010.1608,0,-0.14145304262638092
200708-201208,2007/08 - 2012/08,2010.1608,1,0.027730628848075867
200708-201208,2007/08 - 2012/08,2010.1608,2,-0.1813630312681198
200708-201208,2007/08 - 2012/08,2010.1608,3,0.005457593593746424
200708-201208,2007/08 - 2012/08,2010.1608,4,0.00037872823304496706
200708-201208,2007/08 - 2012/08,2010.1608,5,0.008682060055434704
200708-201208,2007/08 - 2012/08,2010.1608,6,0.007392136845737696
200708-201208,2007/08 - 2012/08,2010.1608,7,0.03275495767593384
200708-201208,2007/08 - 2012/08,2010.1608,8,0.022752894088625908
200708-201208,2007/08 - 2012/08,2010.1608,9,-0.20360946655273438
200708-201208,2007/08 - 2012/08,2010.1608,10,-0.006359173450618982
200708-201208,2007/08 - 2012/08,2010.1608,11,0.0523274727165699
200708-201208,2007/08 - 2012/08,2010.1608,12,0.020074734464287758
200708-201208,2007/08 - 2012/08,2010.1608,13,0.05036371573805809
200708-201208,2007/08 - 2012/08,2010.1608,14,0.06301343441009521
200708-201208,2007/08 - 2012/08,2010.1608,15,-0.0033718966878950596
200708-201208,2007/08 - 2012/08,2010.1608,16,-0.22259733080863953
200708-201208,2007/08 - 2012/08,2010.1608,17,0.018716633319854736
200708-201208,2007/08 - 2012/08,2010.1608,18,-0.008283206261694431
200708-201208,2007/08 - 2012/08,2010.1608,all,0.002363971
200709-201209,2007/09 - 2012/09,2010.2456,0,-0.15268827974796295
200709-201209,2007/09 - 2012/09,2010.2456,1,0.014801478944718838
200709-201209,2007/09 - 2012/09,2010.2456,2,-0.1711403727531433
200709-201209,2007/09 - 2012/09,2010.2456,3,0.007438007276505232
200709-201209,2007/09 - 2012/09,2010.2456,4,0.007953491061925888
200709-201209,2007/09 - 2012/09,2010.2456,5,0.012418694794178009
200709-201209,2007/09 - 2012/09,2010.2456,6,0.012032086960971355
200709-201209,2007/09 - 2012/09,2010.2456,7,0.03420451655983925
200709-201209,2007/09 - 2012/09,2010.2456,8,0.023354681208729744
200709-201209,2007/09 - 2012/09,2010.2456,9,-0.20071659982204437
200709-201209,2007/09 - 2012/09,2010.2456,10,-0.0020765436347573996
200709-201209,2007/09 - 2012/09,2010.2456,11,0.06399530172348022
200709-201209,2007/09 - 2012/09,2010.2456,12,0.029234960675239563
200709-201209,2007/09 - 2012/09,2010.2456,13,0.05153621360659599
200709-201209,2007/09 - 2012/09,2010.2456,14,0.0694611594080925
200709-201209,2007/09 - 2012/09,2010.2456,15,0.031255465000867844
200709-201209,2007/09 - 2012/09,2010.2456,16,-0.05471102148294449
200709-201209,2007/09 - 2012/09,2010.2456,17,0.028263023123145103
200709-201209,2007/09 - 2012/09,2010.2456,18,-0.004920497536659241
200709-201209,2007/09 - 2012/09,2010.2456,all,0.0069303536
200710-201210,2007/10 - 2012/10,2010.3276,0,-0.15268827974796295
200710-201210,2007/10 - 2012/10,2010.3276,1,0.014801478944718838
200710-201210,2007/10 - 2012/10,2010.3276,2,-0.1711403727531433
200710-201210,2007/10 - 2012/10,2010.3276,3,0.007438007276505232
200710-201210,2007/10 - 2012/10,2010.3276,4,0.007953491061925888
200710-201210,2007/10 - 2012/10,2010.3276,5,0.012418694794178009
200710-201210,2007/10 - 2012/10,2010.3276,6,0.012032086960971355
200710-201210,2007/10 - 2012/10,2010.3276,7,0.03420451655983925
200710-201210,2007/10 - 2012/10,2010.3276,8,0.023354681208729744
200710-201210,2007/10 - 2012/10,2010.3276,9,-0.20071659982204437
200710-201210,2007/10 - 2012/10,2010.3276,10,-0.0020765436347573996
200710-201210,2007/10 - 2012/10,2010.3276,11,0.06399530172348022
200710-201210,2007/10 - 2012/10,2010.3276,12,0.029234960675239563
200710-201210,2007/10 - 2012/10,2010.3276,13,0.05153621360659599
